work_id,anomaly_prediction,is_anomaly,anomaly_score,lof_prediction,lof_is_anomaly,lof_score,both_models_anomaly,any_model_anomaly,if_normalized_score,lof_normalized_score,if_risk_score,lof_risk_score,combined_anomaly_score,ensemble_is_anomaly,ensemble_risk_level,rule_risk_score,rule_risk_level,risk_factors,recommended_actions,risk_factor_count,recommended_amount,sanction_amount,total_expenditure,expenditure_ratio,financial_risk_score,financial_risk_level,financial_risk_factors,ensemble_ai_score,final_ai_risk_score,final_ai_risk_level
WS/MP18021/2025-2026/145938,1,0,0.1738222329552088,1,0,-1.0028097748400469,0,0,0.8499236663111706,0.9999999999999998,0.1500763336888294,2.220446049250313e-16,0.0900458002132977,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,500000.0,500000.0,300000.0,0.6,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",15.007633368882638,10.5,LOW
WS/MP18021/2025-2026/145958,1,0,0.1738222329552088,1,0,-1.0028097748400469,0,0,0.8499236663111706,0.9999999999999998,0.1500763336888294,2.220446049250313e-16,0.0900458002132977,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,500000.0,500000.0,300000.0,0.6,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",15.007633368882638,10.5,LOW
WS/MP18021/2025-2026/145961,1,0,0.1673748391159311,1,0,-0.998837496382366,0,0,0.834836808679178,0.9999999999999998,0.165163191320822,2.220446049250313e-16,0.0990979147924932,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,250000.0,250000.0,150000.0,0.6,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",16.51631913208187,11.26,LOW
WS/MP18313/2024-2025/145992,1,0,0.062202376034302,1,0,-1.012126921517959,0,0,0.5887339620293911,0.9999999999999998,0.4112660379706089,2.220446049250313e-16,0.2467596227823654,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1000000.0,1000000.0,500000.0,0.5,0.0,MEDIUM,"['Extremely high payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",41.12660379706025,23.56,LOW
WS/MP18313/2024-2025/145993,1,0,0.0356178663614366,1,0,-1.7907168572945584,0,0,0.5265263906216261,0.9999999999999972,0.4734736093783739,2.886579864025407e-15,0.2840841656270255,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,991053.0,991053.0,991053.0,1.0,10.0,CRITICAL,"['Project expenditure is unusually high compared to other projects', 'Extremely high payment concentration per vendor', 'Unusually high number of payments', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",47.34736093783684,28.67,LOW
WS/MP18313/2024-2025/146002,1,0,0.1156680673796863,1,0,-3.385664546044568,0,0,0.7138433153016958,0.999999999999992,0.2861566846983042,8.104628079763643e-15,0.1716940108189857,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,978862.0,978862.0,978862.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'Extremely high payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",28.615668469830457,19.31,LOW
WS/MP18313/2024-2025/146009,1,0,0.0856109973430957,1,0,-0.9986772564744556,0,0,0.6435099763152757,0.9999999999999998,0.3564900236847242,2.220446049250313e-16,0.2138940142108346,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,600000.0,600000.0,295768.0,0.4929466666666666,0.0,MEDIUM,"['Extremely high payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",35.64900236847185,20.82,LOW
WS/MP526/2025-2026/146057,1,0,0.1994528736202859,1,0,-101142.23200958472,0,0,0.9098991907432412,0.9999999996618434,0.0901008092567589,3.381566138216385e-10,0.0540604856893179,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,451000.0,451000.0,410821.0,0.9109113082039912,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",9.01008094821942,9.51,LOW
WS/MP18019/2024-2025/146093,1,0,0.1148644956967609,1,0,-0.9980312872832656,0,0,0.7119629630416026,0.9999999999999998,0.2880370369583974,2.220446049250313e-16,0.1728222221750385,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,10212.0,0.03404,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",28.803703695839257,17.4,LOW
WS/MP598/2024-2025/146118,1,0,0.2157451934681583,1,0,-0.9980312492401228,0,0,0.9480231081224336,0.9999999999999998,0.0519768918775662,2.220446049250313e-16,0.0311861351265398,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,300000.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",5.1976891877564535,7.6,LOW
WS/MP727/2024-2025/146159,1,0,0.0836585521947882,1,0,-1.0804540434181649,0,0,0.6389412679780648,0.9999999999999996,0.3610587320219351,4.440892098500626e-16,0.2166352392131612,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1000000.0,1000000.0,157700.0,0.1577,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",36.10587320219294,21.05,LOW
WS/MP643/2024-2025/146290,1,0,0.1888631984800062,1,0,-0.9980312489829104,0,0,0.8851194231048568,0.9999999999999998,0.1148805768951432,2.220446049250313e-16,0.068928346137086,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,260665.0,0.8688833333333333,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",11.48805768951407,8.74,LOW
WS/MP643/2024-2025/146293,1,0,0.1946039116537115,1,0,-0.9988374966286466,0,0,0.8985526527968557,0.9999999999999998,0.1014473472031443,2.220446049250313e-16,0.0608684083218866,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,250000.0,250000.0,231762.0,0.927048,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",10.144734720314187,10.07,LOW
WS/MP643/2024-2025/146296,1,0,0.1965733858292543,1,0,-0.9940434046892468,0,0,0.90316120894171,0.9999999999999998,0.0968387910582898,2.220446049250313e-16,0.058103274634974,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,500000.0,500000.0,446580.0,0.89316,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",9.68387910582876,7.84,LOW
WS/MP643/2025-2026/146319,-1,1,-0.1190531518361063,1,0,-1.403230930440352,0,1,0.1645972624325073,0.9999999999999986,0.8354027375674927,1.4432899320127037e-15,0.5012416425404962,1,HIGH,10,LOW,['Moderately unusual anomaly pattern detected.'],['Perform additional monitoring of the project.'],1,700000.0,700000.0,604900.0,0.8641428571428571,0.0,MEDIUM,"['Extremely high payment concentration per vendor', 'Unusually high number of payments']",83.54027375674814,44.77,MEDIUM
WS/MP664/2025-2026/146328,1,0,0.1565268418020862,1,0,-1.121483362469537,0,0,0.8094525689156348,0.9999999999999992,0.1905474310843652,6.661338147750939e-16,0.1143284586506194,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1196940.0,1196940.0,1196940.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",19.054743108436202,14.53,LOW
WS/MP664/2025-2026/146329,1,0,0.1496914013172069,1,0,-1.0674268478229647,0,0,0.7934576847782504,0.9999999999999996,0.2065423152217496,4.440892098500626e-16,0.1239253891330499,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1246813.0,1246813.0,1246813.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",20.654231522174598,15.33,LOW
WS/MP664/2025-2026/146330,1,0,0.1300059461241717,1,0,-1.0016347974393955,0,0,0.747393853822398,0.9999999999999998,0.252606146177602,2.220446049250313e-16,0.1515636877065612,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1496175.0,1496175.0,1496175.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",25.260614617759753,17.63,LOW
WS/MP664/2025-2026/146335,1,0,0.129454087885122,1,0,-1.002914354316354,0,0,0.7461025093050421,0.9999999999999998,0.2538974906949579,2.220446049250313e-16,0.1523384944169748,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1494831.0,1494831.0,1494831.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",25.389749069495355,17.69,LOW
WS/MP643/2024-2025/146339,1,0,0.2065315399752267,1,0,-0.9885045385199348,0,0,0.9264632217584974,0.9999999999999998,0.0735367782415026,2.220446049250313e-16,0.0441220669449016,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,150000.0,150000.0,150000.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",7.353677824150058,8.68,LOW
WS/MP643/2024-2025/146340,1,0,0.1665088032873566,1,0,-0.9980312454557864,0,0,0.8328102907440844,0.9999999999999998,0.1671897092559156,2.220446049250313e-16,0.1003138255535494,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,150000.0,0.5,0.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",16.718970925591233,11.36,LOW
WS/MP643/2024-2025/146341,1,0,0.2065315399752267,1,0,-0.9885045385199348,0,0,0.9264632217584974,0.9999999999999998,0.0735367782415026,2.220446049250313e-16,0.0441220669449016,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,150000.0,150000.0,150000.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",7.353677824150058,8.68,LOW
WS/MP643/2024-2025/146357,1,0,0.0006084792148837,1,0,-0.9988374605778012,0,0,0.4446046633578657,0.9999999999999998,0.5553953366421343,2.220446049250313e-16,0.3332372019852807,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,250000.0,250000.0,250000.0,1.0,10.0,MEDIUM,"['Extremely high payment concentration per vendor', 'Unusually high number of payments']",55.53953366421259,32.77,MEDIUM
WS/MP643/2026-2027/146359,1,0,0.2157451934681583,1,0,-0.9980312492401228,0,0,0.9480231081224336,0.9999999999999998,0.0519768918775662,2.220446049250313e-16,0.0311861351265398,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,300000.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",5.1976891877564535,7.6,LOW
WS/MP664/2025-2026/146367,1,0,0.0466964296000141,1,0,-1.0482677574997117,0,0,0.5524501530772745,0.9999999999999996,0.4475498469227255,4.440892098500626e-16,0.2685299081536354,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,2094646.0,2094646.0,2094646.0,1.0,10.0,HIGH,"['Project expenditure is among the top 1% of all projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",44.75498469227187,27.38,LOW
WS/MP664/2025-2026/146368,1,0,0.0828144114822827,1,0,-1.6594772469828396,0,0,0.6369659844653136,0.9999999999999974,0.3630340155346864,2.55351295663786e-15,0.2178204093208128,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1795410.0,1795410.0,1795410.0,1.0,10.0,HIGH,"['Project expenditure is among the top 1% of all projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",36.303401553468206,23.15,LOW
WS/MP457/2024-2025/146371,-1,1,-0.0580220928182217,1,0,-1.792498123548666,0,1,0.307409524485312,0.9999999999999972,0.6925904755146879,2.886579864025407e-15,0.4155542853088139,0,MEDIUM,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,3393546.0,3393546.0,3393546.0,1.0,10.0,HIGH,"['Project expenditure is among the top 1% of all projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",69.25904755146794,39.63,MEDIUM
WS/MP457/2024-2025/146372,1,0,0.2016456101005845,1,0,-0.9915633231450096,0,0,0.915030179159244,0.9999999999999998,0.0849698208407561,2.220446049250313e-16,0.0509818925044537,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,599451.0,599451.0,599451.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",8.496982084075393,9.25,LOW
WS/MP457/2024-2025/146373,1,0,0.1453182942097047,1,0,-1.0439567196477528,0,0,0.783224643958189,0.9999999999999996,0.2167753560418109,4.440892098500626e-16,0.1300652136250867,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1299466.0,1299466.0,1299466.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",21.67753560418072,15.84,LOW
WS/MP360/2024-2025/146377,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146378,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146379,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146380,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146381,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146382,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146383,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146384,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146385,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146386,1,0,0.1861105342945261,1,0,-0.9938121817381704,0,0,0.8786782076757594,0.9999999999999998,0.1213217923242405,2.220446049250313e-16,0.0727930753945444,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97829.0,0.97829,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.132179232423795,11.07,LOW
WS/MP360/2024-2025/146389,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146390,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146391,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146392,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146393,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146394,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146395,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146396,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146397,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146398,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146399,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146400,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146401,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP360/2024-2025/146404,1,0,0.1862934579819514,1,0,-0.9938121817381702,0,0,0.8791062478573428,0.9999999999999998,0.1208937521426571,2.220446049250313e-16,0.0725362512855943,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,100000.0,100000.0,97830.0,0.9783,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",12.089375214265443,11.04,LOW
WS/MP643/2025-2026/146414,1,0,0.0761716370055963,1,0,-0.9980314924714828,0,0,0.6214219374736955,0.9999999999999998,0.3785780625263045,2.220446049250313e-16,0.2271468375157828,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,300000.0,300000.0,298790.0,0.9959666666666668,10.0,HIGH,"['High payment concentration per vendor', 'Unusually high number of payments', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",37.85780625262985,23.93,LOW
WS/MP391/2025-2026/146422,-1,1,-0.1683302233881765,1,0,-5.83926028855918,0,1,0.0492892509227148,0.9999999999999836,0.9507107490772853,1.63202784619898e-14,0.5704264494463777,1,HIGH,50,MEDIUM,['Very high combined anomaly score detected.'],['Review financial records and project transactions.'],1,10000000.0,10000000.0,9749010.0,0.974901,10.0,CRITICAL,"['Project expenditure is among the top 1% of all projects', 'Extremely high payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",95.07107490772823,64.54,HIGH
WS/MP579/2025-2026/146437,1,0,0.2189633425820215,1,0,-1.098619552871695,0,0,0.9555535551107344,0.9999999999999992,0.0444464448892655,6.661338147750939e-16,0.0266678669335595,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,348500.0,348500.0,348500.0,1.0,10.0,MEDIUM,"['High payment concentration per vendor', 'Large number of payments concentrated among very few vendors']",4.4446444889264125,7.22,LOW
WS/MP341/2025-2026/146451,1,0,0.1564286762865576,1,0,-1.0926681147562716,0,0,0.8092228622784927,0.9999999999999996,0.1907771377215072,4.440892098500626e-16,0.1144662826329045,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1199943.0,1199943.0,1199943.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",19.077713772150386,14.54,LOW
WS/MP341/2025-2026/146452,1,0,0.1564286762865576,1,0,-1.092645593683256,0,0,0.8092228622784927,0.9999999999999996,0.1907771377215072,4.440892098500626e-16,0.1144662826329045,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1199899.0,1199899.0,1199899.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",19.077713772150386,14.54,LOW
WS/MP661/2025-2026/146558,1,0,0.1828689487852924,1,0,-0.9919190224582064,0,0,0.8710929196820577,0.9999999999999998,0.1289070803179423,2.220446049250313e-16,0.0773442481907654,0,LOW,10,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],1,1000000.0,1000000.0,1000000.0,1.0,10.0,HIGH,"['Project expenditure is unusually high compared to other projects', 'High payment concentration per vendor', 'Large number of payments concentrated among very few vendors', 'Multiple financial risk indicators detected simultaneously']",12.890708031793949,11.45,LOW
