work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,anomaly_prediction,is_anomaly,anomaly_score,if_normalized_score,if_risk_score
WS/MP620/2024-2025/133166,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,2024-07-08,497185.0,2024-07-09,497185.0,Physical Inspection,2024-10-14,497185.0,,,,1,1,0,1.0,97.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,0.20124016720558707,0.9412062469716511,5.88
WS/MP620/2025-2026/133167,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Trust and Society,Construction of College room of  CBS Charitable Foudation at Nulvi Vilage Pry No 817/3 Continued work,2024-07-08,500000.0,2025-09-18,500000.0,Sanction,,,,,,1,0,0,437.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.2041181593256265,0.9487860024038621,5.12
WS/MP620/2024-2025/133190,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Trust and Society,Construction of Community Bhavan of Veerashaiv Jangam Society (R) at Ward No 21 Chidamarnagar Dharwad,2024-07-08,450000.0,2024-09-23,450000.0,Sanction,,,,,,1,0,0,77.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.18692691944528045,0.903509508086112,9.65
WS/MP620/2025-2026/133191,Karnataka,HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Maremma Cultural bhavan at Neerlgudda village Shiggava TQ,2024-07-08,1500000.0,2025-05-29,1500000.0,Work partially Completed,,,850909.0,1.0,1.0,1,0,1,325.0,,0.0,0.5672726666666666,1.0,-649091.0,,,1.0,2025-2026,2024,7,-1,1,-0.023384834367438434,0.3496123492579163,65.04
WS/MP620/2024-2025/133301,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,"Construction of Cultural Bhavan at Kundagol TQ, Chickgungal Village ST Colony, Pry No.202",2024-07-09,398009.0,2024-08-22,398009.0,Physical Inspection,2025-02-03,398009.0,,,,1,1,0,44.0,165.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,0.18982141026118843,0.9111327160624642,8.89
WS/MP620/2024-2025/133303,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Uppinbetageri Village Near Mallikarjun Temple Pry No1151,2024-07-09,399104.0,2024-07-25,399104.0,Physical Inspection,2025-02-14,399104.0,,,,1,1,0,16.0,204.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,0.19157310072280148,0.9157461356752259,8.43
WS/MP620/2024-2025/133304,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Shibargatti Village Near Hanamanth Temple Pry No 96,2024-07-09,396154.0,2024-08-22,396154.0,Physical Inspection,,,396154.0,1.0,1.0,1,0,1,44.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.14744712704538387,0.7995317491402055,20.05
WS/MP620/2025-2026/133305,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Hosategur Village Near Shri Girimalleshwar Math Pry No 518 Continue work,2024-07-09,400000.0,2025-06-03,400000.0,Sanction,,,,,,1,0,0,329.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.19259145393226973,0.9184281681302942,8.16
WS/MP620/2024-2025/133306,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Kardigudda Village Near Mallikarjun Temple Pry No 451/2,2024-07-09,495627.0,2025-03-14,495627.0,Physical Inspection,,,495627.0,1.0,1.0,1,0,1,248.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.14220533309912525,0.785726459034637,21.43
WS/MP620/2024-2025/133307,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Tadakod Village Near Vittal Temple Pry No 319,2024-07-09,398955.0,2024-08-17,398955.0,Physical Inspection,,,398955.0,1.0,1.0,1,0,1,39.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.14712140309322858,0.7986738913724377,20.13
WS/MP620/2024-2025/133308,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Mulmuttal Village Near Beereshwar Temple Pry No 67,2024-07-09,399304.0,2024-08-17,399304.0,Physical Inspection,,,,,,1,0,0,39.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.1912613773560939,0.9149251511889596,8.51
WS/MP620/2024-2025/133309,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Nigadi Village Near Kalmeshwar Temple Pry No 101 Continued work,2024-07-09,495031.0,2025-03-14,495031.0,Physical Inspection,,,495031.0,1.0,1.0,1,0,1,248.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.1420788167218986,0.7853932533976687,21.46
WS/MP620/2024-2025/133310,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Cultural Bhavan at Parsapur Village Near Hanuman Temple Pry No 107,2024-07-09,247583.0,2024-08-22,247583.0,Physical Inspection,,,,,,1,0,0,44.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.22253159610172224,0.9972813914139519,0.27
WS/MP620/2024-2025/133311,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Cultural Bhavan at Chabbi Village Near Vithobha Temple Pry No 266/A,2024-07-09,250000.0,2024-08-22,250000.0,Sanction,,,,,,1,0,0,44.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP620/2024-2025/133312,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Normal/Others,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,2024-07-09,498091.0,2024-07-25,498091.0,Physical Inspection,2025-06-09,498091.0,498091.0,1.0,1.0,1,1,1,16.0,319.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,7,1,0,0.1410645214099469,0.7827219082097859,21.73
WS/MP418/2024-2025/133409,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Pradeep Kumar Singh,ARARIA,Normal/Others,"PCC Road from Permeshwar Bhagat house to Ramdev Master house at ward no 15, uder Forbesganj Block.",2024-07-12,448127.0,2024-07-14,448127.0,Physical Inspection,2024-09-05,448127.0,,,,1,1,0,2.0,53.0,0.0,,1.0,,1.0,0.0,,2024-2025,2024,7,1,0,0.18705199049407328,0.9038389071678186,9.62
WS/MP498/2024-2025/133447,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dr Sukanta Majumdar,BALURGHAT,Normal/Others,Phage 2: Concrete R.C.C. bridge,2024-07-13,1602957.0,2024-08-07,1602957.0,Physical Inspection,2026-07-27,1602957.0,1602957.0,1.0,1.0,1,1,1,25.0,719.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,7,1,0,0.005950150516893071,0.42687177241012164,57.31
WS/MP577/2025-2026/133549,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khnagela game mota faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.14244374157389905,0.786354354406264,21.36
WS/MP577/2025-2026/133550,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vijagadh game sampura balubhai na ghar thi kenal faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133551,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khangela game dharmesh na ghar taraf jata rasta par c.c.road nu kam,2024-07-17,242105.0,2025-10-17,242105.0,Physical Inspection,,,242105.0,1.0,1.0,1,0,1,457.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.1424326328618225,0.7863250974391859,21.37
WS/MP577/2025-2026/133552,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khapariya game damor faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133553,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,agavada game gamtal sarpanch faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133554,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,dashla game sarkari prathmik  shala ma shed nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22356383707019312,1.0,0.0
WS/MP577/2025-2026/133556,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khapariiya game damor simada faliya faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133557,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,VAROD SURPALI SADIYAVARU FALIYAMA AAVEL SARKARI SARVE NO.189-1 MA SAMUHIK KUVA NU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Sanction,,,,,,1,0,0,534.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133558,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,varamkheda game mukhy rasta thi gamtal sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133559,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,moti kharaj game dhanthadi c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22356383707019312,1.0,0.0
WS/MP577/2025-2026/133560,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nagrala game bamaniya faliya ma samuhik sinchai kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133561,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nasirpur game mavi faliya ma samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133562,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,punsari game bhuriya faliya ma paka rasta ne jodto c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133563,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,chandawada game toranvali mahudi faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Physical Inspection,,,245356.0,1.0,1.0,1,0,1,447.0,,0.0,0.9986121116659952,1.0,-341.0,,,1.0,2025-2026,2024,7,1,0,0.13706919864194522,0.7721994438696882,22.78
WS/MP577/2025-2026/133564,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,DHAVADIYA GAME BORVA FALIYAMA C.C.ROADNU KAM,2024-07-17,250000.0,2026-01-02,250000.0,Physical Inspection,,,,,,1,0,0,534.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133565,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,simaliya khurd  game gamtal thi majubhai na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.14244374157389905,0.786354354406264,21.36
WS/MP577/2025-2026/133566,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,varamkheda game nadini bajuma c.c.road nu kam,2024-07-17,250000.0,2025-10-07,250000.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133567,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bhutodi game mohaniya  faliya ma c.c.road nu kam,2024-07-17,245098.0,2025-10-17,245098.0,Physical Inspection,,,245098.0,1.0,1.0,1,0,1,457.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.1422280746091104,0.7857863532513885,21.42
WS/MP577/2025-2026/133568,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,motikharaj game paka rasta thi  bhabhor faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133569,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,khangela game paka rasta thi dineshbai gundiya  na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Physical Inspection,,,250000.0,1.0,1.0,1,0,1,268.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.14244374157389905,0.786354354406264,21.36
WS/MP577/2025-2026/133570,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,gadoi game umriya kotar upar smshan jata rasta upar nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133571,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bavka game mulka faliya thi smshan taraf jata rasta par nala nu kam,2024-07-17,250000.0,2025-04-11,250000.0,Sanction,,,,,,1,0,0,268.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133572,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,katwara game hathila faliya ma  samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133573,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nani kharaj game bandikhedi panda faliya ma c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2025-2026/133574,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kathla game damar road thi parmar faliya sudhi c.c.road nu kam,2024-07-17,245697.0,2025-10-07,245697.0,Sanction,,,,,,1,0,0,447.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2024-2025/133575,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nalwai game chopadi faliya ma c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,0.1339445155764909,0.7639699795586495,23.6
WS/MP577/2024-2025/133576,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,garbada game kamliyavad faliyama c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133577,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,lilar game mavi faliya ma  samuhik kuva nu kam,2024-07-17,245826.0,2025-10-17,245826.0,Sanction,,,,,,1,0,0,457.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22318363918805134,0.9989986744778023,0.1
WS/MP577/2024-2025/133578,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,chharchhoda game bhabhor faliya thi aanganvadi ne jodto c.c.roadnu kam,2024-07-17,250000.0,2025-03-27,250000.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133579,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,bhutardi game bhuriya faliya ma c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Physical Inspection,,,247496.0,1.0,1.0,1,0,1,444.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,7,1,0,0.14254844654130827,0.7866301154272805,21.34
WS/MP577/2025-2026/133580,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,minakyar game bilval faliya ma c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,,1,0,0,444.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22253159610172224,0.9972813914139519,0.27
WS/MP577/2025-2026/133581,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game rasulbhaina ghar pase nikalti  sheri thi aanganvadi sudhi c.c.road nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133582,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nelsur game aashram faliya ma saamuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133583,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,ambli game khada faliya ma samuhik  kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2024-2025/133584,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,vajelav game sarpanch faliya ma c.c.road nu kam,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.14254844654130827,0.7866301154272805,21.34
WS/MP577/2024-2025/133585,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,matwa game navi vsahat thi badarbhai plas na ghar sudhi c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,0.1339445155764909,0.7639699795586495,23.6
WS/MP577/2024-2025/133586,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game indira nagari faliya ma c.c.road nu kam,2024-07-17,249291.0,2025-03-27,249291.0,Sanction,,,,,,1,0,0,253.0,,0.0,,1.0,,,,,2024-2025,2024,7,1,0,0.2213919017834161,0.9942797834039472,0.57
WS/MP577/2025-2026/133587,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,zari burjarg game dungra faliya ma aanganvadi thi ramanbhai vanabhai na ghar sudhi c.c.road nu kam,2024-07-17,247496.0,2025-10-04,247496.0,Sanction,,,,,,1,0,0,444.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22253159610172224,0.9972813914139519,0.27
WS/MP577/2024-2025/133588,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,rayan panchayat limbu faliya thi lilva talavne jodto c.c.road nu kam,2024-07-17,250000.0,2025-03-27,250000.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,0.997164,1.0,-709.0,,,1.0,2024-2025,2024,7,1,0,0.1339445155764909,0.7639699795586495,23.6
WS/MP577/2025-2026/133589,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,boriyala game divaniya faliya ma samuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133590,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,patiya game simada faliya ma samuhik kuva nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Sanction,,,,,,1,0,0,544.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.22163538736071098,0.9949210503185837,0.51
WS/MP577/2025-2026/133591,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,abhlod game umriya umariya faliya thi pranmji mandir par c.c.road nu kam,2024-07-17,250000.0,2026-01-12,250000.0,Physical Inspection,,,248443.0,1.0,1.0,1,0,1,544.0,,0.0,0.993772,1.0,-1557.0,,,1.0,2025-2026,2024,7,1,0,0.12989564013896715,0.7533064737838332,24.67
WS/MP577/2024-2025/133592,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,kharva game bhuriya faliya ma c.c.road nu kam,2024-07-17,249291.0,2025-03-27,249291.0,Physical Inspection,,,249291.0,1.0,1.0,1,0,1,253.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,7,1,0,0.14254844654130827,0.7866301154272805,21.34
WS/MP577/2025-2026/133593,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,DHAMANBARI GAME NISHAL FALIYAMA SAMUHIK KUVANU KAM,2024-07-17,350000.0,2026-01-02,350000.0,Sanction,,,,,,1,0,0,534.0,,0.0,,1.0,,,,,2025-2026,2024,7,1,0,0.19037866824240507,0.9126003640038393,8.74
