work_id,combined_anomaly_score,ensemble_risk_level,rule_risk_score,rule_risk_level,risk_factors,recommended_actions,financial_risk_score,financial_risk_level,financial_risk_factors,statistical_anomaly_score,statistical_anomaly_level,statistical_anomaly_factors,ml_normalized_score,final_ai_risk_score,final_ai_risk_level,active_risk_engines,final_ai_risk_factors,risk_detection_confidence
WS/MP18024/2025-2026/148306,0.3189470353326999,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],6,LOW,['Unusually high number of payment transactions'],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",53.15783922211589,25.81,MEDIUM,3,"['Financial risk indicators were detected', 'Statistical financial anomalies were detected', 'Multiple independent AI risk engines detected suspicious patterns']",HIGH
WS/MP18024/2025-2026/148307,0.2571209863512043,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",42.85349772520009,21.0,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/148308,0.2698230708507803,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",44.97051180846273,21.74,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/148519,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/148520,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/148521,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/148522,0.1858978466290204,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],15,MEDIUM,['Extremely high payment concentration per vendor'],30.98297443816962,13.84,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/148523,0.271206775472015,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",45.20112924533518,21.82,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/148524,0.2715532316326338,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",45.25887193877164,21.84,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/148525,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/148526,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/148527,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/149798,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/153993,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/153994,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/153995,0.0048318900168423,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.8053150028070385,0.28,LOW,1,[],LOW
WS/MP18024/2025-2026/153996,0.0048318900168423,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.8053150028070385,0.28,LOW,1,[],LOW
WS/MP18024/2025-2026/153997,0.0048318900168423,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.8053150028070385,0.28,LOW,1,[],LOW
WS/MP18024/2025-2026/154005,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/154006,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/154007,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/154008,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/154009,0.005123390524302,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.8538984207169876,0.3,LOW,1,[],LOW
WS/MP18024/2025-2026/154010,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18024/2025-2026/154011,0.0043370212296029,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.7228368716004729,0.25,LOW,1,[],LOW
WS/MP18024/2025-2026/154012,0.1326923025719891,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],15,MEDIUM,['Extremely high payment concentration per vendor'],22.11538376199787,10.74,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154704,0.0209473361233954,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],3.4912226872325163,1.22,LOW,1,[],LOW
WS/MP18024/2025-2026/154705,0.1326923025719891,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],15,MEDIUM,['Extremely high payment concentration per vendor'],22.11538376199787,10.74,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154706,0.2574532867070605,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",42.9088811178428,21.02,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154708,0.3677802543855762,MEDIUM,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],14,LOW,"['Unusually high number of payment transactions', 'High payment concentration among vendors']",30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",61.296709064261826,30.25,MEDIUM,3,"['Financial risk indicators were detected', 'Statistical financial anomalies were detected', 'Multiple independent AI risk engines detected suspicious patterns']",HIGH
WS/MP18024/2025-2026/154709,0.3237928503841398,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",53.96547506402253,24.89,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154710,0.2574532867070605,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",42.9088811178428,21.02,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154711,0.005123390524302,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],0.8538984207169876,0.3,LOW,1,[],LOW
WS/MP18024/2025-2026/154714,0.2686699976161694,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",44.77833293602759,21.67,LOW,2,['Statistical financial anomalies were detected'],MEDIUM
WS/MP18024/2025-2026/154715,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143488,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143489,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143490,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143491,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143492,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143512,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143513,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143514,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143515,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143516,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143517,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143518,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143527,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143528,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143529,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143530,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143563,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143564,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143565,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143566,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143571,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143572,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143573,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/143574,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2024-2025/148949,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148951,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148952,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148953,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148958,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148959,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148960,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148968,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148969,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148971,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148993,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148994,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/148995,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149009,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149013,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149016,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149017,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149018,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149019,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2024-2025/149020,0.0315434283481603,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],0,LOW,[],0,LOW,[],5.2572380580266405,1.84,LOW,1,[],LOW
WS/MP18031/2025-2026/143456,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143457,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143458,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143459,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143460,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143461,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143462,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143463,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143464,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143476,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143481,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143482,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143483,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143484,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143485,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/143486,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/152997,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/152998,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/152999,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153000,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153089,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153090,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153091,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153092,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153093,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153094,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153095,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153096,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153097,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153098,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153127,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153128,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153129,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153130,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153131,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153132,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153133,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153134,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153135,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153136,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153145,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153146,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153147,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153152,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153153,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153154,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153155,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153156,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153157,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153158,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153159,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153160,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153161,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153162,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2025-2026/153163,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/148948,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/148956,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/148957,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/148970,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/148992,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/149010,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/149011,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/149014,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/149015,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18031/2026-2027/149021,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134022,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134023,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134024,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134025,0.0822879070004707,LOW,0.0,LOW,['No major rule-based risk indicators were detected.'],['Continue regular project monitoring.'],10,LOW,['Project expenditure is unusually high'],10,LOW,['Project expenditure is statistically high'],13.71465116674492,8.8,LOW,3,"['Financial risk indicators were detected', 'Statistical financial anomalies were detected', 'Multiple independent AI risk engines detected suspicious patterns']",HIGH
WS/MP18032/2024-2025/134026,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134034,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134035,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134037,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134038,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134039,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/134041,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136940,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136942,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136943,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136944,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136945,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136946,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136948,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136950,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/136951,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
WS/MP18032/2024-2025/137001,0.0,,0.0,,,,0,LOW,[],0,LOW,[],0.0,0.0,LOW,0,[],VERY LOW
