work_id,anomaly_prediction,is_anomaly,anomaly_score,if_risk_score,lof_prediction,lof_is_anomaly,lof_score,lof_risk_score,lof_pattern_frequency,both_models_anomaly,any_model_anomaly,if_risk_score_100,lof_risk_score_100,combined_anomaly_score,combined_risk_score,agreement_bonus,ml_final_risk_score,ml_final_risk_score_100,ensemble_is_anomaly,model_agreement,ensemble_risk_level,primary_ml_source,ensemble_anomaly_rank
WS/MP18209/2025-2026/144766,-1,1,-0.0364048256066416,1.0,-1,1,-100.75580437530893,0.9951803709653864,1,1,1,100.0,99.51803709653863,0.9980721483861545,99.80721483861545,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18209/2025-2026/144764,-1,1,-0.0694729351510652,1.0,-1,1,-13.887667972042498,0.9892653716956332,1,1,1,100.0,98.92653716956332,0.9957061486782532,99.57061486782533,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP410/2024-2025/146775,-1,1,-0.0430117327237888,1.0,-1,1,-32.84272544277135,0.994231050094932,1,1,1,100.0,99.4231050094932,0.9976924200379728,99.76924200379727,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18391/2024-2025/140271,-1,1,-0.1348503098132301,1.0,-1,1,-8.683456273234615,0.9878048780487804,1,1,1,100.0,98.78048780487804,0.9951219512195122,99.51219512195122,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18242/2025-2026/156951,-1,1,-0.0902173410481064,1.0,-1,1,-7.233254137376074,0.9874397546370672,1,1,1,100.0,98.74397546370672,0.9949759018548269,99.4975901854827,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18242/2024-2025/156952,-1,1,-0.0902173410481064,1.0,-1,1,-7.213787054166983,0.9873667299547249,1,1,1,100.0,98.73667299547249,0.9949466919818899,99.49466919818899,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18242/2024-2025/156949,-1,1,-0.0899030348524689,1.0,-1,1,-7.0246183768442165,0.9871476559076968,1,1,1,100.0,98.71476559076969,0.9948590623630787,99.48590623630787,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18152/2024-2025/158093,-1,1,-0.105252516202197,1.0,-1,1,-5865.748143060898,0.9956915437417848,1,1,1,100.0,99.56915437417848,0.9982766174967139,99.82766174967139,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP866/2024-2025/152256,-1,1,-0.0902173410481064,1.0,-1,1,-7.150451439698522,0.9872206805900394,1,1,1,100.0,98.72206805900394,0.9948882722360157,99.48882722360158,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18009/2024-2025/157138,-1,1,-0.087550251879118,1.0,-1,1,-5.539314738920751,0.985906236307872,1,1,1,100.0,98.5906236307872,0.9943624945231488,99.43624945231488,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP794/2024-2025/153212,-1,1,-0.0016516490439991,1.0,-1,1,-3.638624099363409,0.975609756097561,1,1,1,100.0,97.5609756097561,0.9902439024390244,99.02439024390245,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18313/2024-2025/141606,-1,1,-0.0644300330442185,1.0,-1,1,-15.222123457839825,0.989484445742661,1,1,1,100.0,98.9484445742661,0.9957937782970644,99.57937782970644,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18391/2024-2025/140274,-1,1,-0.1310622282744474,1.0,-1,1,-5.072620853924802,0.9849569154374178,1,1,1,100.0,98.49569154374178,0.9939827661749672,99.39827661749672,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP484/2024-2025/150090,-1,1,-0.111211188679778,1.0,-1,1,-5.260465883127543,0.9855411128961588,1,1,1,100.0,98.55411128961588,0.9942164451584635,99.42164451584635,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP827/2025-2026/152382,-1,1,-0.0785204264332268,1.0,-1,1,-4.454872067471388,0.9813421936614576,2,1,1,100.0,98.13421936614576,0.9925368774645831,99.25368774645831,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP827/2025-2026/152381,-1,1,-0.0785204264332268,1.0,-1,1,-4.454872067471388,0.9813421936614576,2,1,1,100.0,98.13421936614576,0.9925368774645831,99.25368774645831,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP459/2025-2026/149089,-1,1,-0.1561307514661457,1.0,-1,1,-5.584133512814471,0.9860522856725572,1,1,1,100.0,98.60522856725572,0.9944209142690229,99.4420914269023,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18207/2024-2025/156029,-1,1,-0.094349041091168,1.0,-1,1,-8.801399508534564,0.9880239520958084,1,1,1,100.0,98.80239520958084,0.9952095808383233,99.52095808383234,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP384/2024-2025/145488,-1,1,-0.0864554394252247,1.0,-1,1,-21.355325937427164,0.9935738279538484,1,1,1,100.0,99.35738279538484,0.9974295311815393,99.74295311815393,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18249/2025-2026/153601,-1,1,-0.0841009352394985,1.0,-1,1,-4.382713692605711,0.9810866072732584,1,1,1,100.0,98.10866072732584,0.9924346429093034,99.24346429093033,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP541/2025-2026/153744,-1,1,-0.0130047748355807,1.0,-1,1,-553706.4481599263,0.9986855557178326,1,1,1,100.0,99.86855557178326,0.999474222287133,99.94742222871331,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP443/2024-2025/138721,-1,1,-0.1327281084906848,1.0,-1,1,-8.213908082888336,0.9876588286840952,1,1,1,100.0,98.76588286840952,0.995063531473638,99.5063531473638,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP393/2025-2026/148981,-1,1,-0.1297322265276846,1.0,-1,1,-4.485885031950617,0.9814517306849716,1,1,1,100.0,98.14517306849716,0.9925806922739886,99.25806922739886,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP243/2025-2026/141110,-1,1,-0.1272237727519173,1.0,-1,1,-4.937955155393662,0.9845917920257048,1,1,1,100.0,98.45917920257048,0.993836716810282,99.38367168102819,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18254/2024-2025/156804,-1,1,-0.0847765623430745,1.0,-1,1,-5.197093481459498,0.9852490141667885,1,1,1,100.0,98.52490141667884,0.9940996056667154,99.40996056667154,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP391/2025-2026/146422,-1,1,-0.1317759250996882,1.0,-1,1,-5.090856768629376,0.9850299401197604,1,1,1,100.0,98.50299401197604,0.9940119760479041,99.40119760479041,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP541/2025-2026/153185,-1,1,-0.011377744642669,1.0,-1,1,-648693.0155257435,0.9987585804001752,1,1,1,100.0,99.87585804001752,0.9995034321600701,99.95034321600701,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18309/2024-2025/155216,-1,1,-0.1291292391034911,1.0,-1,1,-5.260465883019182,0.985431575872645,2,1,1,100.0,98.5431575872645,0.994172630349058,99.4172630349058,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18309/2024-2025/155212,-1,1,-0.1291292391034911,1.0,-1,1,-5.260465883019182,0.985431575872645,2,1,1,100.0,98.5431575872645,0.994172630349058,99.4172630349058,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18370/2024-2025/155524,-1,1,-0.0921061583074085,1.0,-1,1,-7.995376926204133,0.9875858040017526,1,1,1,100.0,98.75858040017526,0.995034321600701,99.5034321600701,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18242/2024-2025/145618,-1,1,-0.1295661449698595,1.0,-1,1,-4.509825910772268,0.9815247553673142,1,1,1,100.0,98.15247553673142,0.9926099021469257,99.26099021469257,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP341/2025-2026/156772,-1,1,-0.0763281801452299,1.0,-1,1,-3.954752219764447,0.9792609902146926,1,1,1,100.0,97.92609902146926,0.991704396085877,99.1704396085877,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP828/2024-2025/149724,-1,1,-0.0688747891529658,1.0,-1,1,-42.96074670791106,0.9943770994596174,1,1,1,100.0,99.43770994596174,0.9977508397838469,99.7750839783847,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP352/2025-2026/157751,-1,1,-0.0869241861625044,1.0,-1,1,-5.45803290711891,0.9857601869431868,1,1,1,100.0,98.57601869431868,0.9943040747772747,99.43040747772747,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18311/2024-2025/153717,-1,1,-0.0897346314563294,1.0,-1,1,-1280769.483849133,0.999780925952972,1,1,1,100.0,99.9780925952972,0.9999123703811887,99.99123703811887,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP492/2024-2025/134984,-1,1,-0.1412332954801047,1.0,-1,1,-21.18154408474702,0.9932087045421352,1,1,1,100.0,99.32087045421352,0.9972834818168541,99.7283481816854,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP858/2025-2026/157697,-1,1,-0.0780569315913137,1.0,-1,1,-4.286942820547344,0.9808675332262304,1,1,1,100.0,98.08675332262304,0.9923470132904921,99.23470132904922,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP792/2024-2025/136732,-1,1,-0.1272449317745501,1.0,-1,1,-3.8373222410344714,0.9761209288739594,1,1,1,100.0,97.61209288739595,0.9904483715495838,99.04483715495837,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18201/2024-2025/141045,-1,1,-0.1414020086127904,1.0,-1,1,-26.5157516696897,0.994011976047904,1,1,1,100.0,99.4011976047904,0.9976047904191616,99.76047904191616,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18210/2024-2025/154376,-1,1,-0.094349041091168,1.0,-1,1,-9.848060798325305,0.9882430261428364,1,1,1,100.0,98.82430261428364,0.9952972104571346,99.52972104571346,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP492/2024-2025/134981,-1,1,-0.1295661449698595,1.0,-1,1,-4.53871328459836,0.9815977800496568,1,1,1,100.0,98.15977800496569,0.9926391120198628,99.26391120198628,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18217/2024-2025/136140,-1,1,-0.1287362987910464,1.0,-1,1,-4.421412776948478,0.9812326566379436,1,1,1,100.0,98.12326566379436,0.9924930626551774,99.24930626551775,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18009/2024-2025/154261,-1,1,-0.1253219433708596,1.0,-1,1,-3.947712391989232,0.97918796553235,1,1,1,100.0,97.918796553235,0.99167518621294,99.16751862129401,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18249/2025-2026/153603,-1,1,-0.1050788036932249,1.0,-1,1,-8.748099385680376,0.9879509274134658,1,1,1,100.0,98.79509274134658,0.9951803709653864,99.51803709653863,0.1,1.0,100.0,1,BOTH_MODELS,CRITICAL,ISOLATION_FOREST + LOF,1
WS/MP18354/2025-2026/158205,1,0,0.1497754316787951,1.0,-1,1,-1409377.7070354605,0.9999269753176574,1,0,1,100.0,99.99269753176574,0.9999707901270629,99.9970790127063,0.0,0.9999707901270629,99.9970790127063,1,LOF_ONLY,HIGH,LOF,45
WS/MP18064/2024-2025/150857,1,0,0.1493343048902903,1.0,-1,1,-1395364.5737885474,0.9998539506353148,1,0,1,100.0,99.98539506353148,0.9999415802541259,99.99415802541259,0.0,0.9999415802541259,99.99415802541259,1,LOF_ONLY,HIGH,LOF,46
WS/MP18390/2024-2025/148845,1,0,0.0884053944419962,1.0,-1,1,-1004432.9064563168,0.9997079012706296,1,0,1,100.0,99.97079012706295,0.9998831605082519,99.98831605082519,0.0,0.9998831605082519,99.98831605082519,1,LOF_ONLY,HIGH,LOF,47
WS/MP18346/2024-2025/142469,1,0,0.0010961962809588,1.0,-1,1,-941107.0192198516,0.9996348765882868,1,0,1,100.0,99.96348765882868,0.9998539506353147,99.98539506353147,0.0,0.9998539506353147,99.98539506353147,1,LOF_ONLY,HIGH,LOF,48
WS/MP18355/2025-2026/158345,1,0,0.0351626984419622,1.0,-1,1,-666406.0035177532,0.999415802541259,5,0,1,100.0,99.9415802541259,0.9997663210165035,99.97663210165035,0.0,0.9997663210165035,99.97663210165035,1,LOF_ONLY,HIGH,LOF,49
WS/MP18355/2025-2026/158343,1,0,0.0351626984419622,1.0,-1,1,-666406.0035177532,0.999415802541259,5,0,1,100.0,99.9415802541259,0.9997663210165035,99.97663210165035,0.0,0.9997663210165035,99.97663210165035,1,LOF_ONLY,HIGH,LOF,49
WS/MP18355/2025-2026/158346,1,0,0.0351626984419622,1.0,-1,1,-666406.0035177532,0.999415802541259,5,0,1,100.0,99.9415802541259,0.9997663210165035,99.97663210165035,0.0,0.9997663210165035,99.97663210165035,1,LOF_ONLY,HIGH,LOF,49
WS/MP18355/2025-2026/158347,1,0,0.0351626984419622,1.0,-1,1,-666406.0035177532,0.999415802541259,5,0,1,100.0,99.9415802541259,0.9997663210165035,99.97663210165035,0.0,0.9997663210165035,99.97663210165035,1,LOF_ONLY,HIGH,LOF,49
WS/MP18355/2025-2026/158344,1,0,0.0351626984419622,1.0,-1,1,-666406.0035177532,0.999415802541259,5,0,1,100.0,99.9415802541259,0.9997663210165035,99.97663210165035,0.0,0.9997663210165035,99.97663210165035,1,LOF_ONLY,HIGH,LOF,49
WS/MP18082/2025-2026/154597,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP618/2024-2025/156407,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP18094/2026-2027/159848,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP337/2025-2026/160127,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP18082/2025-2026/154598,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP18091/2026-2027/160523,1,0,0.1493494676631923,1.0,-1,1,-666405.9025490809,0.9990141667883744,6,0,1,100.0,99.90141667883744,0.9996056667153498,99.96056667153498,0.0,0.9996056667153498,99.96056667153498,1,LOF_ONLY,HIGH,LOF,54
WS/MP18088/2025-2026/156923,1,0,0.1503431737710093,1.0,-1,1,-305459.51493042754,0.99861253103549,1,0,1,100.0,99.861253103549,0.999445012414196,99.9445012414196,0.0,0.999445012414196,99.9445012414196,1,LOF_ONLY,HIGH,LOF,60
WS/MP18088/2025-2026/156922,1,0,0.1503431737710093,1.0,-1,1,-268313.2535857059,0.9985395063531474,1,0,1,100.0,99.85395063531473,0.999415802541259,99.9415802541259,0.0,0.999415802541259,99.9415802541259,1,LOF_ONLY,HIGH,LOF,61
WS/MP18354/2025-2026/158203,1,0,0.1503431737710093,1.0,-1,1,-255116.5570261968,0.9984664816708048,1,0,1,100.0,99.84664816708047,0.9993865926683219,99.93865926683219,0.0,0.9993865926683219,99.93865926683219,1,LOF_ONLY,HIGH,LOF,62
WS/MP18354/2025-2026/158202,1,0,0.1506082096830561,1.0,-1,1,-188244.57230256035,0.998393456988462,1,0,1,100.0,99.8393456988462,0.9993573827953848,99.93573827953848,0.0,0.9993573827953848,99.93573827953848,1,LOF_ONLY,HIGH,LOF,63
WS/MP18390/2024-2025/148848,1,0,0.0908843272505943,1.0,-1,1,-173620.30975112706,0.9983204323061194,1,0,1,100.0,99.83204323061194,0.9993281729224478,99.93281729224478,0.0,0.9993281729224478,99.93281729224478,1,LOF_ONLY,HIGH,LOF,64
WS/MP18241/2025-2026/145630,1,0,0.0915771219372648,1.0,-1,1,-104200.2182891716,0.9982474076237768,1,0,1,100.0,99.82474076237769,0.9992989630495107,99.92989630495107,0.0,0.9992989630495107,99.92989630495107,1,LOF_ONLY,HIGH,LOF,65
WS/MP18234/2024-2025/154115,1,0,0.1560677467454092,1.0,-1,1,-54847.38399024247,0.9981743829414342,1,0,1,100.0,99.81743829414343,0.9992697531765737,99.92697531765738,0.0,0.9992697531765737,99.92697531765738,1,LOF_ONLY,HIGH,LOF,66
WS/MP18234/2024-2025/154116,1,0,0.1554196056699311,1.0,-1,1,-51307.75010524708,0.9981013582590916,1,0,1,100.0,99.81013582590916,0.9992405433036367,99.92405433036366,0.0,0.9992405433036367,99.92405433036366,1,LOF_ONLY,HIGH,LOF,67
WS/MP18234/2024-2025/154082,1,0,0.1559227346327086,1.0,-1,1,-50944.89388143568,0.9980283335767488,1,0,1,100.0,99.80283335767488,0.9992113334306996,99.92113334306995,0.0,0.9992113334306996,99.92113334306995,1,LOF_ONLY,HIGH,LOF,68
WS/MP18234/2024-2025/154095,1,0,0.1536987931617811,1.0,-1,1,-42245.65783899697,0.9979553088944064,1,0,1,100.0,99.79553088944064,0.9991821235577626,99.91821235577626,0.0,0.9991821235577626,99.91821235577626,1,LOF_ONLY,HIGH,LOF,69
WS/MP18234/2024-2025/154123,1,0,0.1536987931617811,1.0,-1,1,-41534.44195180237,0.9978822842120636,1,0,1,100.0,99.78822842120636,0.9991529136848254,99.91529136848254,0.0,0.9991529136848254,99.91529136848254,1,LOF_ONLY,HIGH,LOF,70
WS/MP18234/2024-2025/154085,1,0,0.1536337451343132,1.0,-1,1,-41338.32014686261,0.997809259529721,1,0,1,100.0,99.7809259529721,0.9991237038118884,99.91237038118884,0.0,0.9991237038118884,99.91237038118884,1,LOF_ONLY,HIGH,LOF,71
WS/MP18234/2024-2025/154125,1,0,0.1532967656990526,1.0,-1,1,-38870.945351957154,0.9977362348473784,1,0,1,100.0,99.77362348473784,0.9990944939389513,99.90944939389513,0.0,0.9990944939389513,99.90944939389513,1,LOF_ONLY,HIGH,LOF,72
WS/MP858/2024-2025/140428,1,0,0.1199245350045891,1.0,-1,1,-36241.43952543903,0.9976632101650358,1,0,1,100.0,99.76632101650358,0.9990652840660144,99.90652840660144,0.0,0.9990652840660144,99.90652840660144,1,LOF_ONLY,HIGH,LOF,73
WS/MP329/2024-2025/157752,1,0,0.1522030909924241,1.0,-1,1,-35722.224182303784,0.9975901854826932,1,0,1,100.0,99.75901854826932,0.9990360741930773,99.90360741930773,0.0,0.9990360741930773,99.90360741930773,1,LOF_ONLY,HIGH,LOF,74
WS/MP394/2024-2025/136036,1,0,0.1470825653843581,1.0,-1,1,-33774.96984951665,0.9975171608003504,1,0,1,100.0,99.75171608003504,0.9990068643201402,99.90068643201401,0.0,0.9990068643201402,99.90068643201401,1,LOF_ONLY,HIGH,LOF,75
WS/MP828/2024-2025/149712,1,0,0.1469788831065209,1.0,-1,1,-32711.73091792433,0.997444136118008,1,0,1,100.0,99.7444136118008,0.9989776544472032,99.89776544472032,0.0,0.9989776544472032,99.89776544472032,1,LOF_ONLY,HIGH,LOF,76
WS/MP828/2025-2026/155783,1,0,0.1542900241782708,1.0,-1,1,-31743.599398038157,0.997334599094494,2,0,1,100.0,99.7334599094494,0.9989338396377976,99.89338396377975,0.0,0.9989338396377976,99.89338396377975,1,LOF_ONLY,HIGH,LOF,77
WS/MP828/2025-2026/154537,1,0,0.1542900241782708,1.0,-1,1,-31743.599398038157,0.997334599094494,2,0,1,100.0,99.7334599094494,0.9989338396377976,99.89338396377975,0.0,0.9989338396377976,99.89338396377975,1,LOF_ONLY,HIGH,LOF,77
WS/MP828/2025-2026/154534,1,0,0.1542900241782708,1.0,-1,1,-31735.936185033715,0.99722506207098,1,0,1,100.0,99.72250620709801,0.9988900248283921,99.8890024828392,0.0,0.9988900248283921,99.8890024828392,1,LOF_ONLY,HIGH,LOF,79
WS/MP18234/2024-2025/154120,1,0,0.1532967656990526,1.0,-1,1,-30509.44696328712,0.9971520373886372,1,0,1,100.0,99.71520373886372,0.9988608149554549,99.88608149554548,0.0,0.9988608149554549,99.88608149554548,1,LOF_ONLY,HIGH,LOF,80
WS/MP524/2024-2025/160343,1,0,0.1532967656990526,1.0,-1,1,-30433.16805382476,0.9970790127062948,1,0,1,100.0,99.70790127062948,0.9988316050825179,99.88316050825179,0.0,0.9988316050825179,99.88316050825179,1,LOF_ONLY,HIGH,LOF,81
WS/MP18234/2024-2025/154114,1,0,0.1532967656990526,1.0,-1,1,-30344.68998628849,0.997005988023952,1,0,1,100.0,99.7005988023952,0.9988023952095808,99.88023952095809,0.0,0.9988023952095808,99.88023952095809,1,LOF_ONLY,HIGH,LOF,82
WS/MP18245/2024-2025/147663,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/147665,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/147664,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/140489,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/147667,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/147666,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/139939,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/138940,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP18245/2024-2025/138941,1,0,0.1479036855553925,1.0,-1,1,-30164.407744538923,0.9966408646122388,9,0,1,100.0,99.66408646122387,0.9986563458448955,99.86563458448956,0.0,0.9986563458448955,99.86563458448956,1,LOF_ONLY,HIGH,LOF,83
WS/MP243/2025-2026/158665,1,0,0.1542688603100213,1.0,-1,1,-28826.682921178533,0.9962757412005258,1,0,1,100.0,99.62757412005257,0.9985102964802103,99.85102964802103,0.0,0.9985102964802103,99.85102964802103,1,LOF_ONLY,HIGH,LOF,92
WS/MP405/2025-2026/140142,1,0,0.1412769808310595,1.0,-1,1,-24836.74975509935,0.9962027165181832,1,0,1,100.0,99.62027165181831,0.9984810866072733,99.84810866072733,0.0,0.9984810866072733,99.84810866072733,1,LOF_ONLY,HIGH,LOF,93
WS/MP828/2024-2025/150274,1,0,0.1469666910570155,1.0,-1,1,-24714.46469644621,0.9961296918358404,1,0,1,100.0,99.61296918358404,0.9984518767343362,99.84518767343363,0.0,0.9984518767343362,99.84518767343363,1,LOF_ONLY,HIGH,LOF,94
WS/MP18245/2024-2025/139941,1,0,0.1469666910570155,1.0,-1,1,-23820.049261474487,0.9960566671534978,1,0,1,100.0,99.60566671534978,0.9984226668613991,99.84226668613991,0.0,0.9984226668613991,99.84226668613991,1,LOF_ONLY,HIGH,LOF,95
WS/MP18234/2024-2025/154068,1,0,0.1551262048377363,1.0,-1,1,-22895.83967182823,0.9959836424711552,1,0,1,100.0,99.59836424711553,0.998393456988462,99.8393456988462,0.0,0.998393456988462,99.8393456988462,1,LOF_ONLY,HIGH,LOF,96
WS/MP18351/2024-2025/160322,1,0,0.1523055951939237,1.0,-1,1,-21619.667995192143,0.9959106177888126,1,0,1,100.0,99.59106177888127,0.9983642471155251,99.83642471155251,0.0,0.9983642471155251,99.83642471155251,1,LOF_ONLY,HIGH,LOF,97
WS/MP18234/2024-2025/154098,1,0,0.1535346855217825,1.0,-1,1,-18323.64274682812,0.99583759310647,1,0,1,100.0,99.583759310647,0.998335037242588,99.8335037242588,0.0,0.998335037242588,99.8335037242588,1,LOF_ONLY,HIGH,LOF,98
WS/MP18062/2024-2025/153794,1,0,0.1271612777540042,1.0,-1,1,-9066.267652083458,0.9957645684241272,1,0,1,100.0,99.57645684241272,0.9983058273696509,99.83058273696508,0.0,0.9983058273696509,99.83058273696508,1,LOF_ONLY,HIGH,LOF,99
WS/MP18062/2024-2025/154043,1,0,0.1494526153662895,1.0,-1,1,-793.0170166939756,0.995618519059442,1,0,1,100.0,99.5618519059442,0.9982474076237768,99.82474076237769,0.0,0.9982474076237768,99.82474076237769,1,LOF_ONLY,HIGH,LOF,100
