work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,ml_anomaly_score,ensemble_is_anomaly,both_models_anomaly,model_agreement,primary_ml_source,ensemble_risk_level,ml_available,ml_detected,rule_risk_score,risk_factors,financial_risk_score,financial_risk_level,financial_risk_factors,statistical_anomaly_score,statistical_anomaly_level,statistical_anomaly_factors,rule_available,financial_available,statistical_available,ml_normalized_score,rule_normalized_score,financial_normalized_score,statistical_normalized_score,rule_detected,financial_detected,statistical_detected,active_risk_engines,available_risk_engines,base_risk_score,consensus_bonus,final_ai_risk_score,final_ai_risk_level,risk_detection_confidence,primary_risk_source,combined_risk_factors,combined_risk_factor_count,detecting_engines,investigation_priority_score,investigation_priority_category,investigation_rank,risk_level,risk_score,priority_score,priority_category,active_risk_engines_summary,detecting_engines_summary,verified_observations
WS/MP18252/2025-2026/157241,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ADHIKARI SOUMENDU,KANTHI,Normal/Others,Installation of (10) nos. Solar high mast street light at different place of Ramnagar-I Block,2024-12-06,2699447.0,,,,,,2699447.0,1.0,1.0,0,0,1,,,,,,,,,1.0,2025-2026,2024,12,90.57835548415363,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],25,MEDIUM,['Project expenditure is among the highest 0.5%'],1,1,1,90.57835548415363,0.0,32.25806451612903,38.46153846153847,0,1,1,3,4,45.84634501498727,12,57.85,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%']""]",3,"ML Anomaly, Financial, Statistical",71.14,P2 - HIGH PRIORITY,89,HIGH,57.85,71.14,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.85 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 1.0 | Unique vendors: 1.0
WS/MP18247/2024-2025/145106,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),ARUP CHAKRABORTY,BANKURA,Normal/Others,"Installation of 9 nos. of solar high mast lights at different places of Brajarajpur and Gourbazar Gram Panchayat area under Indpur Block, District - Bankura",2024-10-02,2579844.0,2024-12-10,2579844.0,Physical Inspection,,,2579844.0,1.0,1.0,1,0,1,69.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,90.26727033737404,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],25,MEDIUM,['Project expenditure is among the highest 0.5%'],1,1,1,90.26727033737404,0.0,32.25806451612903,38.46153846153847,0,1,1,3,4,45.73746521361441,12,57.74,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%']""]",3,"ML Anomaly, Financial, Statistical",71.1,P2 - HIGH PRIORITY,90,HIGH,57.74,71.1,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.74 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 1.0 | Unique vendors: 1.0
WS/MP18307/2025-2026/143603,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Normal/Others,"Ward 2 -Construction of Drains and footpaths at Sai Kripa Chawl, Sambhaji Nagar, Dubey Chawl, Babli Pada, Tare Compound, Raja Ram Mhatre Chawl  Bharwad Chawl Dahisar",2024-09-25,2500000.0,2026-01-30,2500000.0,Work partially Completed,,,2498104.0,1.0,1.0,1,0,1,492.0,,0.0,0.9992416,1.0,-1896.0,,,1.0,2025-2026,2024,9,90.21177157879364,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],25,MEDIUM,['Project expenditure is among the highest 0.5%'],1,1,1,90.21177157879364,0.0,32.25806451612903,38.46153846153847,0,1,1,3,4,45.71804064811127,12,57.72,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%']""]",3,"ML Anomaly, Financial, Statistical",71.09,P2 - HIGH PRIORITY,91,HIGH,57.72,71.09,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.72 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9992416 | Payment count: 1.0 | Unique vendors: 1.0
WS/MP18308/2025-2026/145422,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Normal/Others,"Construction of Sabhamandap Near Nagari Niwara Parisad Zone-2, Goregaon (E)",2024-10-08,2500000.0,2025-07-23,2500000.0,Vendor Identification,,,2498103.0,1.0,1.0,1,0,1,288.0,,0.0,0.9992412,1.0,-1897.0,,,1.0,2025-2026,2024,10,90.20885059149992,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],25,MEDIUM,['Project expenditure is among the highest 0.5%'],1,1,1,90.20885059149992,0.0,32.25806451612903,38.46153846153847,0,1,1,3,4,45.71701830255847,12,57.72,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%']""]",3,"ML Anomaly, Financial, Statistical",71.09,P2 - HIGH PRIORITY,92,HIGH,57.72,71.09,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.72 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9992412 | Payment count: 1.0 | Unique vendors: 1.0
WS/MP18345/2026-2027/155578,Uttar Pradesh,KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA),AKHILESH YADAV,KANNAUJ,Repair and Renovation,"Mohalla haji ganj near eidgah colony ,in front of badar masjid to rakkha waale kabristan 150 meter CC road ..7860319378 Syed Rais Ali",2024-11-28,2225000.0,,,,,,2183083.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2026-2027,2024,11,82.14692566087336,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,82.14692566087336,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,45.35688303837763,12,57.36,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.94,P2 - HIGH PRIORITY,93,HIGH,57.36,70.94,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.36 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18203/2025-2026/154418,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),ADITYA YADAV,BADAUN,Normal/Others,deepu inter collage ke samne dadra chourahe par,2024-12-18,2164146.0,,,,,,2164146.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2025-2026,2024,12,81.56857017671972,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,81.56857017671972,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,45.15445861892386,12,57.15,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.86,P2 - HIGH PRIORITY,94,HIGH,57.15,70.86,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.15 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP823/2024-2025/139965,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,Repair and Renovation,"Renovation & Decorative works of old Building Karimpur Police Station under Karimpur-I Block, Nadia.",2024-09-08,2028611.0,2024-12-26,2028611.0,Vendor Identification,,,2027938.0,2.0,1.0,1,0,1,109.0,,0.0,0.9996682459081608,1.0,-673.0,,,2.0,2024-2025,2024,9,81.13334306995765,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,81.13334306995765,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,45.00212913155713,12,57.0,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.8,P2 - HIGH PRIORITY,95,HIGH,57.0,70.8,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 57.0 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9996682459081608 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18204/2024-2025/156146,Uttar Pradesh,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),ANAND KUMAR,BAHRAICH(SC),Normal/Others,Gram Sohni Balai Gaon me Sohani Basthanwa Sampark Marg se Achkawa Barder Sampark Marg Tak interlocking Nirman Karya,2024-12-01,2112996.0,,,,2026-01-15,2112996.0,2112996.0,2.0,1.0,0,1,1,,,,,,,,,2.0,2024-2025,2024,12,80.79742953118154,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,80.79742953118154,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.88455939298549,12,56.88,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.75,P2 - HIGH PRIORITY,96,HIGH,56.88,70.75,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.88 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP722/2024-2025/153047,Rajasthan,BARAN(DISTRICT COLLECTOR BARAN_IDA),Dushyant Singh,JHALAWAR-BARAN,Normal/Others,"Swami Vivekand Vidhya Niketan, Madhyamik Vidhyalay at Baran, Class room with Varanda and Tolite constrection work (Work Agancy PWD Baran)",2024-11-18,2500000.0,,,,,,1951337.0,3.0,2.0,0,0,1,,,,,,,,,1.5,2024-2025,2024,11,80.39725427194392,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions']",1,1,1,80.39725427194392,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.74449805225233,12,56.74,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions']""]",3,"ML Anomaly, Financial, Statistical",70.7,P2 - HIGH PRIORITY,97,HIGH,56.74,70.7,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.74 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 3.0 | Unique vendors: 2.0
WS/MP18203/2024-2025/159258,Uttar Pradesh,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),ADITYA YADAV,BADAUN,Normal/Others,Shripal ke ghar se lochan ke ghar tak interlocking and nali nirman,2024-12-18,1954000.0,,,,,,1952703.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2024-2025,2024,12,80.39725427194392,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,80.39725427194392,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.74449805225233,12,56.74,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.7,P2 - HIGH PRIORITY,98,HIGH,56.74,70.7,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.74 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18254/2024-2025/156816,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),JUNE MALIAH,MEDINIPUR,Normal/Others,Construction of Shelter for inured or destitute animals,2024-12-03,2488755.0,,,,,,2103644.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2024-2025,2024,12,80.28625675478311,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,80.28625675478311,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.705648921246045,12,56.71,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.68,P2 - HIGH PRIORITY,99,HIGH,56.71,70.68,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.71 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18204/2024-2025/154516,Uttar Pradesh,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),ANAND KUMAR,BAHRAICH(SC),Normal/Others,Gram Panchayat Maigla Me Maigla Chandanpur Sampark Marg Se Kheshari Lal ke Khet ke taraf C. C. Road ka Nirman Karya,2024-12-04,2055711.0,,,,2025-11-15,2055711.0,2055711.0,2.0,1.0,0,1,1,,,,,,,,,2.0,2024-2025,2024,12,80.06718270775522,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,80.06718270775522,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.62897300478628,12,56.63,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.65,P2 - HIGH PRIORITY,100,HIGH,56.63,70.65,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.63 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18219/2025-2026/149615,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,jagatraj mahavidyalaya charkhari road rath me kaksh nirman karya,2025-02-01,2000000.0,2025-06-20,2000000.0,Physical Inspection,,,2000000.0,2.0,1.0,1,0,1,139.0,,0.0,1.0,1.0,0.0,,,2.0,2025-2026,2025,2,79.81597780049657,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,79.81597780049657,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.54105128724576,12,56.54,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.62,P2 - HIGH PRIORITY,101,HIGH,56.54,70.62,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.54 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18242/2025-2026/156953,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),RAMBHUAL NISHAD,SULTANPUR,Normal/Others,"Maa Bhagwati Educational Training Institute, Deoria Sultanpur, for construction of room and verandah.",2024-12-04,2000000.0,,,,,,2000000.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2025-2026,2024,12,79.82181977508398,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,79.82181977508398,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.54309597835135,12,56.54,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.62,P2 - HIGH PRIORITY,102,HIGH,56.54,70.62,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.54 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP458/2025-2026/150052,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Normal/Others,Construction of Community Hall at Arunthathiyar Street in Mettilpatti Village and Panchayat in Pudur panchayat Union,2024-11-02,1999892.0,2025-06-23,1999892.0,Physical Inspection,,,1999892.0,2.0,1.0,1,0,1,233.0,,0.0,1.0,1.0,0.0,,,2.0,2025-2026,2024,11,79.79260990214692,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,79.79260990214692,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.53287252282338,12,56.53,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.61,P2 - HIGH PRIORITY,103,HIGH,56.53,70.61,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.53 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18112/2024-2025/136520,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),BALWANT BASWANT WANKHADE,AMRAVATI(SC),Normal/Others,"CONSTRUCTION OF COMMUNITY HALL , AT GAGLANI NAGAR , PRABHAG NO 9 AMRAVATI CITY",2024-08-20,2000000.0,2025-01-21,2000000.0,Work Completed,,,1998642.0,2.0,1.0,1,0,1,154.0,,0.0,0.999321,1.0,-1358.0,,,2.0,2024-2025,2024,8,79.5589309186505,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,79.5589309186505,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.45108487859964,12,56.45,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.58,P2 - HIGH PRIORITY,104,HIGH,56.45,70.58,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.45 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.999321 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18095/2025-2026/148832,Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,Normal/Others,Formation of Manakkattu Menatheri Road in the 29th ward of Kayamkulam Municipality (SCP),2024-10-22,2000000.0,2026-02-02,2000000.0,Work Completed,,,1995303.0,2.0,1.0,1,0,1,468.0,,0.0,0.9976515,1.0,-4697.0,,,2.0,2025-2026,2024,10,78.69139769242004,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],33,MEDIUM,"['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']",1,1,1,78.69139769242004,0.0,32.25806451612903,50.76923076923077,0,1,1,3,4,44.14744824941897,12,56.15,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",70.46,P2 - HIGH PRIORITY,105,HIGH,56.15,70.46,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.15 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9976515 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18006/2024-2025/135658,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,Normal/Others,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,2024-08-13,2000000.0,2024-10-09,2000000.0,Work partially Completed,,,1753337.0,1.0,1.0,1,0,1,57.0,,0.0,0.8766685,1.0,-246663.0,,,1.0,2024-2025,2024,8,91.7482108952826,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],18,MEDIUM,['Project expenditure is among the highest 1%'],1,1,1,91.7482108952826,0.0,32.25806451612903,27.692307692307693,0,1,1,3,4,44.101948255036255,12,56.1,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']""]",2,"ML Anomaly, Financial, Statistical",70.44,P2 - HIGH PRIORITY,106,HIGH,56.1,70.44,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 56.1 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.8766685 | Payment count: 1.0 | Unique vendors: 1.0
WS/MP18173/2024-2025/137926,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,Normal/Others,Construction of New Anganwadi Building ADC in Kommamedu Panchayat,2024-09-05,1768860.0,2024-09-24,1768860.0,Physical Inspection,,,1768860.0,1.0,1.0,1,0,1,19.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,9,91.21659120782824,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],18,MEDIUM,['Project expenditure is among the highest 1%'],1,1,1,91.21659120782824,0.0,32.25806451612903,27.692307692307693,0,1,1,3,4,43.91588136442723,12,55.92,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']""]",2,"ML Anomaly, Financial, Statistical",70.37,P2 - HIGH PRIORITY,107,HIGH,55.92,70.37,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 55.92 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 1.0 | Unique vendors: 1.0
