work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,ml_anomaly_score,ensemble_is_anomaly,both_models_anomaly,model_agreement,primary_ml_source,ensemble_risk_level,ml_available,ml_detected,rule_risk_score,risk_factors,financial_risk_score,financial_risk_level,financial_risk_factors,statistical_anomaly_score,statistical_anomaly_level,statistical_anomaly_factors,rule_available,financial_available,statistical_available,ml_normalized_score,rule_normalized_score,financial_normalized_score,statistical_normalized_score,rule_detected,financial_detected,statistical_detected,active_risk_engines,available_risk_engines,base_risk_score,consensus_bonus,final_ai_risk_score,final_ai_risk_level,risk_detection_confidence,primary_risk_source,combined_risk_factors,combined_risk_factor_count,detecting_engines,investigation_priority_score,investigation_priority_category,investigation_rank,risk_level,risk_score,priority_score,priority_category,active_risk_engines_summary,detecting_engines_summary,verified_observations
WS/MP18023/2024-2025/144134,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,GUWAHATI,Normal/Others,Construction of Open Stage for Cultural activities at Nagarbera Anchalik Rash Samity . Pin -781127,2024-09-28,800000.0,2025-03-28,800000.0,Physical Inspection,,,800000.0,6.0,1.0,1,0,1,181.0,,0.0,1.0,1.0,0.0,,,6.0,2024-2025,2024,9,77.1724842996933,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],41,HIGH,"['Project expenditure is unusually high', 'Unusually high number of payment transactions', 'Extremely high payment concentration among vendors', 'Multiple independent financial risk indicators detected']",50,HIGH,"['Project expenditure is statistically high', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']",1,1,1,77.1724842996933,0.0,66.12903225806451,76.92307692307693,0,1,1,3,4,55.62079134112094,12,67.62,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is unusually high', 'Unusually high number of payment transactions', 'Extremely high payment concentration among vendors', 'Multiple independent financial risk indicators detected']"", ""['Project expenditure is statistically high', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']""]",3,"ML Anomaly, Financial, Statistical",75.05,P2 - HIGH PRIORITY,34,HIGH,67.62,75.05,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 67.62 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 6.0 | Unique vendors: 1.0
WS/MP18311/2024-2025/141029,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,Construction of community center for SC community at village Sandhoa,2024-09-16,400000.0,2024-09-24,400000.0,Vendor Identification,,,400000.0,10.0,5.0,1,0,1,8.0,,0.0,1.0,1.0,0.0,,,2.0,2024-2025,2024,9,66.76500657222141,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,30.0,['Both anomaly detection models identified this project as unusual.'],12,LOW,['Extremely high number of payment transactions'],30,MEDIUM,"['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']",1,1,1,66.76500657222141,75.0,19.35483870967742,46.15384615384615,1,0,1,3,4,55.21948927298221,12,67.22,HIGH,HIGH,Multi-Engine Consensus,"[""['Both anomaly detection models identified this project as unusual.']"", ""['Extremely high number of payment transactions']"", ""['Extremely high number of payment transactions', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Rule-Based, Statistical",74.89,P2 - HIGH PRIORITY,35,HIGH,67.22,74.89,P2 - HIGH PRIORITY,3,"ML Anomaly, Rule-Based, Statistical",Final AI risk score: 67.22 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 10.0 | Unique vendors: 5.0
WS/MP722/2024-2025/153048,Rajasthan,BARAN(DISTRICT COLLECTOR BARAN_IDA),Dushyant Singh,JHALAWAR-BARAN,Normal/Others,"Swami Vivekand Vidhya Niketan, Behind Madhyamik Vidhyalay at Samraniya Community Hall  Constrection work (Work Agancy PWD Shahbad)",2024-11-18,2500000.0,,,,,,2314429.0,3.0,1.0,0,0,1,,,,,,,,,3.0,2024-2025,2024,11,87.86037680736088,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],58,HIGH,"['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']",1,1,1,87.86037680736088,0.0,32.25806451612903,89.23076923076924,0,1,1,3,4,55.04889863195597,12,67.05,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']""]",3,"ML Anomaly, Financial, Statistical",74.82,P2 - HIGH PRIORITY,36,HIGH,67.05,74.82,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 67.05 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 3.0 | Unique vendors: 1.0
WS/MP18328/2024-2025/138239,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of protection walls of existing public and community buildings. C/o PCC wall behind school building of GHS Chansari, District Kullu. HP. Work Execute By-HPPWD Kullu, Eastimate attached",2024-09-02,1900000.0,2025-01-04,1900000.0,Physical Inspection,2026-08-08,1900000.0,1900000.0,4.0,1.0,1,1,1,124.0,581.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2024-2025,2024,9,82.4361034029502,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],58,HIGH,"['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']",1,1,1,82.4361034029502,0.0,32.25806451612903,89.23076923076924,0,1,1,3,4,53.15040294041222,12,65.15,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']""]",3,"ML Anomaly, Financial, Statistical",74.06,P2 - HIGH PRIORITY,37,HIGH,65.15,74.06,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 65.15 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 4.0 | Unique vendors: 1.0
WS/MP457/2024-2025/159001,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),D Ravikumar,VILUPPURAM(SC),Normal/Others,"Construction of Student Study centre through additional building near the existing Library in Master Plan Complex, Collectorate Viluppuram",2024-12-16,4986704.0,,,,,,4986704.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2024-2025,2024,12,97.79465459325252,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,HIGH,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,97.79465459325252,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,52.987434318556495,12,64.99,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",74.0,P2 - HIGH PRIORITY,38,HIGH,64.99,74.0,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 64.99 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP823/2025-2026/152969,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,Normal/Others,Construction of Culvert connect of Gobindapur sansad to Tarakganj sansad at the river of voirab  at Dighalkandi GP Under Karimpur-II Block.(PHASE-I),2024-11-18,4924873.0,,,,,,4924873.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2025-2026,2024,11,97.70702497444135,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,HIGH,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,97.70702497444135,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,52.95676395197258,12,64.96,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.98,P2 - HIGH PRIORITY,39,HIGH,64.96,73.98,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 64.96 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18254/2024-2025/156805,West Bengal,Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA),JUNE MALIAH,MEDINIPUR,Repair and Renovation,Upgradation and renovation of Kankabati Community Hall,2024-12-03,2111478.0,,,,,,2111478.0,3.0,1.0,0,0,1,,,,,,,,,3.0,2024-2025,2024,12,80.75945669636337,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],58,HIGH,"['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']",1,1,1,80.75945669636337,0.0,32.25806451612903,89.23076923076924,0,1,1,3,4,52.56357659310683,12,64.56,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 1%', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']""]",3,"ML Anomaly, Financial, Statistical",73.82,P2 - HIGH PRIORITY,40,HIGH,64.56,73.82,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 64.56 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 3.0 | Unique vendors: 1.0
WS/MP640/2026-2027/151609,Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),Normal/Others,"Construction of G.S.V. Road gram payli, gram panchayat jogigufa, janpad panchayat lakhanadaun",2024-11-09,1000000.0,,,,,,999976.0,6.0,1.0,0,0,1,,,,,,,,,6.0,2026-2027,2024,11,67.33167810720023,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],41,HIGH,"['Project expenditure is unusually high', 'Unusually high number of payment transactions', 'Extremely high payment concentration among vendors', 'Multiple independent financial risk indicators detected']",50,HIGH,"['Project expenditure is statistically high', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']",1,1,1,67.33167810720023,0.0,66.12903225806451,76.92307692307693,0,1,1,3,4,52.17650917374837,12,64.18,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is unusually high', 'Unusually high number of payment transactions', 'Extremely high payment concentration among vendors', 'Multiple independent financial risk indicators detected']"", ""['Project expenditure is statistically high', 'Extremely high number of payment transactions', 'Extremely high payment concentration per vendor', 'Multiple independent statistical anomalies detected']""]",3,"ML Anomaly, Financial, Statistical",73.67,P2 - HIGH PRIORITY,41,HIGH,64.18,73.67,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 64.18 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 6.0 | Unique vendors: 1.0
WS/MP18196/2025-2026/157009,Tripura,Dhalai(DISTRICT MAGISTRATE DHALAI_IDA),KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),Normal/Others,"construction of sports complex in convergence with mgnrega at Ambassa & Ganganagar aspirational Block Area,",2024-12-05,4000000.0,,,,,,3993165.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2025-2026,2024,12,94.49393895136556,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,94.49393895136556,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,51.83218384389606,12,63.83,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.53,P2 - HIGH PRIORITY,42,HIGH,63.83,73.53,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 63.83 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP458/2025-2026/149728,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Normal/Others,Construction of 2 Class Rooms at  St. Joseph Primary School Pothakalanvilai Village Sasthavinallur Panchayat Sathankulam Panchayat Union,2024-11-02,3600000.0,2025-11-28,3600000.0,Physical Inspection,,,3596664.0,2.0,1.0,1,0,1,391.0,,0.0,0.9990733333333334,1.0,-3336.0,,,2.0,2025-2026,2024,11,93.9038995180371,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,93.9038995180371,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,51.62567004223109,12,63.63,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.45,P2 - HIGH PRIORITY,43,HIGH,63.63,73.45,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 63.63 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9990733333333334 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18007/2024-2025/149399,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Normal/Others,"Construction of Resting Barracks with attached wash rooms for Men in the District Police Office, Eluru",2024-10-25,3204000.0,2025-02-05,3204000.0,Physical Inspection,,,3198191.0,2.0,1.0,1,0,1,103.0,,0.0,0.9981869538077404,1.0,-5809.0,,,2.0,2024-2025,2024,10,92.130860230758,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,92.130860230758,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,51.00510629168341,12,63.01,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.2,P2 - HIGH PRIORITY,44,HIGH,63.01,73.2,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 63.01 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9981869538077404 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18007/2024-2025/149400,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Normal/Others,"Construction of Resting Barracks with attached wash rooms for Women in the District Police Office, Eluru",2024-10-25,3204000.0,2025-02-05,3204000.0,Work partially Completed,,,3198733.0,2.0,1.0,1,0,1,103.0,,0.0,0.9983561173533084,1.0,-5267.0,,,2.0,2024-2025,2024,10,92.1367022053454,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,92.1367022053454,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,51.007150982789,12,63.01,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.2,P2 - HIGH PRIORITY,45,HIGH,63.01,73.2,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 63.01 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 0.9983561173533084 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18272/2025-2026/143426,West Bengal,Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA),KALIPADA SAREN,JHARGRAM(ST),Normal/Others,Construction of boundary wall of Murar Ashutosh High School (H.S.),2024-09-25,2942147.0,2025-05-21,2942147.0,Physical Inspection,,,2942147.0,2.0,1.0,1,0,1,238.0,,0.0,1.0,1.0,0.0,,,2.0,2025-2026,2024,9,91.0793048050241,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,91.0793048050241,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.63706189267654,12,62.64,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.06,P2 - HIGH PRIORITY,46,HIGH,62.64,73.06,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.64 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP823/2024-2025/139964,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,Normal/Others,"Construction of Shed and Beautification with colour paver block at Karimpur Anandapally Crematorium under Karimpur -I Block, Nadia.",2024-09-08,2933290.0,2024-12-26,2933290.0,Physical Inspection,,,2933290.0,2.0,1.0,1,0,1,109.0,,0.0,1.0,1.0,0.0,,,2.0,2024-2025,2024,9,91.05593690667446,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,91.05593690667446,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.628883128254174,12,62.63,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.05,P2 - HIGH PRIORITY,47,HIGH,62.63,73.05,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.63 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18272/2024-2025/138305,West Bengal,Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA),KALIPADA SAREN,JHARGRAM(ST),Normal/Others,Construction of New Hostel Building and infrastructure development of Morchi Golapnath S.C. High School (H.S.).,2024-09-02,2911701.0,2024-12-31,2911701.0,Physical Inspection,,,2911701.0,2.0,1.0,1,0,1,120.0,,0.0,1.0,1.0,0.0,,,2.0,2024-2025,2024,9,90.98875419891922,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,90.98875419891922,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.60536918053984,12,62.61,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.04,P2 - HIGH PRIORITY,48,HIGH,62.61,73.04,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.61 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Recorded expenditure ratio: 1.0 | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18203/2024-2025/159269,Uttar Pradesh,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),ADITYA YADAV,BADAUN,Normal/Others,Isampur Danda me holi chauk se Devi mandir tak interlocking and nali nirman,2024-12-18,2467000.0,,,,,,2465764.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2024-2025,2024,12,90.70541843142983,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,90.70541843142983,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.50620166191855,12,62.51,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",73.0,P2 - HIGH PRIORITY,49,HIGH,62.51,73.0,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.51 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP755/2025-2026/152825,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,Normal/Others,Construction of Kitchen Room for TNHB Girls Higher Scondary School.,2024-11-16,2500000.0,,,,,,2491664.0,2.0,1.0,0,0,1,,,,,,,,,2.0,2025-2026,2024,11,90.61778881261866,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,90.61778881261866,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.47553129533464,12,62.48,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",72.99,P2 - HIGH PRIORITY,50,HIGH,62.48,72.99,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.48 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
WS/MP18204/2024-2025/154510,Uttar Pradesh,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),ANAND KUMAR,BAHRAICH(SC),Normal/Others,Gram Panchayat Mirzapur me Ramwapur Sampark Marg se Abhay Raj SIngh Ke Mill ki Taraf C. C. Road ka Nirman Karya,2024-12-04,2493857.0,,,,2025-11-15,2493857.0,2493857.0,2.0,1.0,0,1,1,,,,,,,,,2.0,2024-2025,2024,12,90.6411567109683,1,0,ISOLATION_FOREST_ONLY,ISOLATION_FOREST,MEDIUM,1,1,0.0,['No major rule-based risk indicators were detected.'],20,MEDIUM,['Project expenditure is among the highest 1%'],40,HIGH,"['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']",1,1,1,90.6411567109683,0.0,32.25806451612903,61.53846153846154,0,1,1,3,4,50.483710059757016,12,62.48,HIGH,HIGH,Multi-Engine Consensus,"[""['No major rule-based risk indicators were detected.']"", ""['Project expenditure is among the highest 1%']"", ""['Project expenditure is among the highest 0.5%', 'Extremely high payment concentration per vendor']""]",3,"ML Anomaly, Financial, Statistical",72.99,P2 - HIGH PRIORITY,51,HIGH,62.48,72.99,P2 - HIGH PRIORITY,3,"ML Anomaly, Financial, Statistical",Final AI risk score: 62.48 | Final AI risk level: HIGH | 3 independent risk engines detected significant risk signals. | Payment count: 2.0 | Unique vendors: 1.0
