work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,anomaly_prediction,is_anomaly,anomaly_score,risk_score,risk_level,risk_reasons
WS/MP826/2024-2025/135528,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of gallery at Chunabhatti, Pabringtar Bakrakote  Ref: Shanti Khawas Mukhia (7501515888), Member, Pabringtar GP",2024-08-16,499834.0,2025-01-15,499834.0,Work Completed,,,460889.0,1.0,1.0,1,0,1,152.0,,0.0,0.9220841319318014,1.0,-38945.0,,,1.0,2024-2025,2024,8,1,0,0.2011372445570809,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135529,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of public footpath at Upper Dara Gaon, Samthar  Ref: Laguram Bhujel (9679480057), Member, Samthar GP",2024-08-16,499918.0,2025-01-15,499918.0,Physical Inspection,,,485080.0,1.0,1.0,1,0,1,152.0,,0.0,0.9703191323377034,1.0,-14838.0,,,1.0,2024-2025,2024,8,1,0,0.2065591979339758,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135533,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of concrete road from Sauney Dhara to ICDS Center at Dalim GP, Sansad 6  Ref: Yuvraj Sharma (9933524893), Member, Dalim GP",2024-08-16,499999.0,2025-02-17,499999.0,Work Completed,,,429493.0,1.0,1.0,1,0,1,185.0,,0.0,0.8589877179754359,1.0,-70506.0,,,1.0,2024-2025,2024,8,1,0,0.1941490451841136,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135534,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of community center at Upper/Lower Ambiok Busty, Gorubathan-II, Sansad IV  Ref: Roman Rai (9775876007), Member, Gorubathan-II GP",2024-08-16,499550.0,2025-02-17,499550.0,Work Completed,,,416361.0,1.0,1.0,1,0,1,185.0,,0.0,0.8334721249124212,1.0,-83189.0,,,1.0,2024-2025,2024,8,1,0,0.1916091149362226,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135535,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of concrete footpath at Sansad VI, Suntalay, Gorubathan - from Mani Kumar House - to Jhandi Road (140 m)  Ref: Passang Tshering Sherpa (8972308508), Member, Nim Gram Panchayat",2024-08-16,500000.0,2025-02-12,500000.0,Work Completed,,,493330.0,1.0,1.0,1,0,1,180.0,,0.0,0.98666,1.0,-6670.0,,,1.0,2024-2025,2024,8,1,0,0.2124102986027319,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135539,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of Community Center at Navdeep Sangh, Dara Gaon, Rongo GP, Sansad-III  Ref: Bibitra Rai (7478972837), Member, Rongo GP",2024-08-16,499500.0,2025-03-25,499500.0,Work Completed,,,399244.0,1.0,1.0,1,0,1,221.0,,0.0,0.7992872872872873,1.0,-100256.0,,,1.0,2024-2025,2024,8,1,0,0.1885079521386424,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135546,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of footbridge at Bhasmay Busty, Tashiding GP, Sansad V  Ref: Krishna Tamang (9800703110), Member, Tashiding GP",2024-08-16,500000.0,2025-01-15,500000.0,Work Completed,,,483907.0,1.0,1.0,1,0,1,152.0,,0.0,0.967814,1.0,-16093.0,,,1.0,2024-2025,2024,8,1,0,0.2057892529483572,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135547,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of jeepable road at Lower Echhey, Dakshin Thapa Gaon, Sansad-II, Lower Echhey GP  Ref: Bikash Thapa (9635602871), Member, Lower Echhey GP, Kalimpong-I",2024-08-16,499964.0,2025-01-15,499964.0,Work Completed,,,460842.0,1.0,1.0,1,0,1,152.0,,0.0,0.921750366026354,1.0,-39122.0,,,1.0,2024-2025,2024,8,1,0,0.2012253281410489,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135549,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of Protection Wall at Lungrep Village, under Pabringtar GP, Sansad-IV  Ref: Bonifost Lepcha (9679480057), Member, Pabringtar GP",2024-08-16,499387.0,2025-01-15,499387.0,Work Completed,,,459397.0,1.0,1.0,1,0,1,152.0,,0.0,0.9199218241564158,1.0,-39990.0,,,1.0,2024-2025,2024,8,1,0,0.2015516490905142,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135553,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Repair and Renovation,"Repair and renovation of COmmunity center at Upper Bidyang for Jan Kalyan Sangh  Ref: Divya Gurung (7602057196), Member, Dalapchan GP",2024-08-16,472866.0,2025-01-15,472866.0,Physical Inspection,,,472866.0,1.0,1.0,1,0,1,152.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2182467312212478,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135564,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of community center at Dara Gaon, Lingia Mareybong, Ward No 4  Ref: Raju Singh (9641924018), Member, Lingia-Marybong GP",2024-08-16,487336.0,2024-12-23,487336.0,Physical Inspection,,,487336.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2197983581935441,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135573,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of jeepable road from Zero Point to Primary School, Goth Gaon (200 metres), under Pokhriabong-1 GP, Ward No. 3  Ref: Rupmani Tamang (9547002530), Member Pokhriabong-1 GP",2024-08-16,484439.0,2024-12-23,484439.0,Physical Inspection,,,484439.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2191750669079807,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135574,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Marionbari Garidhura Road, under St Mary's-III GP  Ref: Manoj Tamang (8617890253), Member, St Mary's-III GP",2024-08-16,411946.0,2024-12-23,411946.0,Physical Inspection,,,411946.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135584,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Sansad VI/8, Tindharia, Ghayabari-II GP  Ref: Ajay Biswakarma (8945996507), Ghayabari-II GP",2024-08-16,411948.0,2024-12-23,411948.0,Physical Inspection,2026-09-02,411948.0,411948.0,1.0,1.0,1,1,1,129.0,618.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135585,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Upper Sirubari to Lower Sirubari, Giddha Pahar  Ref: Dawa Tamang (8759568334), Member Ghayabari-I GP",2024-08-16,411948.0,2024-12-23,411948.0,Physical Inspection,2026-09-02,411948.0,411948.0,1.0,1.0,1,1,1,129.0,618.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135586,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Panighatta Bazar and Tea Garden  Ref: Sumitra Malay (9635754399), Member, Chenga-Panighatta GP",2024-08-16,391043.0,2025-08-22,391043.0,Physical Inspection,,,391043.0,1.0,1.0,1,0,1,371.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2216867598107353,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18065/2024-2025/135587,Haryana,REWARI(District Commissioner Rewari),DEEPENDER SINGH HOODA,ROHTAK,Normal/Others,Const. of Shed in Jat Dharamshala Rewari,2024-08-13,263371.0,2024-10-30,263371.0,Physical Inspection,,,198644.0,1.0,1.0,1,0,1,78.0,,0.0,0.7542364193476123,1.0,-64727.0,,,1.0,2024-2025,2024,8,1,0,0.1822618784314212,0,LOW,No significant risk indicators detected
WS/MP826/2024-2025/135594,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of jeepable road from Smt. Munni Tamang House to Dambar Singh Chhetri's land  Ref: Bikram Pakhrin (8509370443), Member, Chenga-Panighatta",2024-08-16,499759.0,2024-12-23,499759.0,Physical Inspection,,,499759.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2201178971768264,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135596,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of Solar Street Lights at Panthabari village  Ref: Rina Majhi (8927643669), Member Chenga-Panighatta GP",2024-08-16,396764.0,2024-12-23,396764.0,Physical Inspection,,,396764.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2221304197202871,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135598,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights from GL Dhura to Rongchong  Ref: Sharmila Subba (9933671142), Member Rongchong GP",2024-08-16,400000.0,2025-04-23,400000.0,Physical Inspection,,,400000.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135599,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights from Manedara to Dong Busty, Peshok  Ref: Sandesh Bhujel (8145406169), Member, Lamahatta GP",2024-08-16,399998.0,2025-04-23,399998.0,Physical Inspection,,,399998.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135600,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of community hall at Ward No IX, Lamahatta GP  Ref: Basanti Tamang (8001513099), Member Lamahatta GP",2024-08-16,499800.0,2025-04-23,499800.0,Physical Inspection,,,499800.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2201178971768264,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135601,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Ward No X, Lamahatta GP  Ref: Mangal Tamang (7602537297), Member Lamahatta GP",2024-08-16,399999.0,2025-04-23,399999.0,Physical Inspection,,,399999.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135602,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Reshep GP, Mangpoo, 24/98  Ref: Kalpana Rai (6294072744), Member Reshep GP",2024-08-16,400000.0,2025-04-23,400000.0,Physical Inspection,,,400000.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135603,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of CC Footpath with Culvert from Binod Subba's House to Daniel Subba's house at Mungpoo, Ward No 3, Reshep GP  Ref: Dimple Baraily (7679088464), Member Reshep GP",2024-08-16,476099.0,2025-04-23,476099.0,Physical Inspection,,,476099.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2196418683107248,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135604,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Ward No 4, Reshepdhura, Reshep GP  Ref: Shakuntala Mukhia (9775877995), Member, Reshep GP",2024-08-16,400000.0,2025-04-23,400000.0,Physical Inspection,,,400000.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18006/2024-2025/135658,Andhra Pradesh,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),DAGGUMALLA PRASADA RAO,CHITTOOR,Normal/Others,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,2024-08-13,2000000.0,2024-10-09,2000000.0,Work partially Completed,,,1753337.0,1.0,1.0,1,0,1,57.0,,0.0,0.8766685,1.0,-246663.0,,,1.0,2024-2025,2024,8,1,0,0.0353879735346606,0,LOW,No significant risk indicators detected
WS/MP826/2025-2026/135683,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Repair and Renovation,"Renovation of community centre at Deepak Toll, Reshep Dhura, Mungpoo towards Nawa Deepak Ghar Sudhar Samity  Ref: Ajit Chhetri (7001748397), Member, Reshep GP",2024-08-16,487187.0,2025-04-23,487187.0,Physical Inspection,,,487187.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2197983581935441,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135684,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Ward No 6, Mungpoo, Reshep Gram Panchayat  Ref: Satish Rai (7001612543), Member, Reshep GP",2024-08-16,400000.0,2025-04-23,400000.0,Physical Inspection,,,400000.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2229559941049664,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135685,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Repair and Renovation,"Repair and renovation of Kalyankari Samaj community hall at Ward No 3, Sansad V, Mungpoo, Reshep Gram Panchayat  Ref: Saran Kumar Rai (6296545825), Member, Reshep GP",2024-08-16,499112.0,2025-04-23,499112.0,Physical Inspection,,,499112.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2201178971768264,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135686,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of additional rooms at community Samaj GHar  Ref: Sailendra Dewan (9635124527), Member Lamahatta GP",2024-08-16,495649.0,2025-04-23,495649.0,Physical Inspection,,,495649.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.220068972412591,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135687,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Ambotia Tea Garden, Sansad IV, Pandi Gram Panchayat  Ref: Sabita Rai (9775838273), Member, Pandu GP",2024-08-16,411948.0,2024-12-23,411948.0,Physical Inspection,,,411948.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135688,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of Solar Street Lights at Sansad IX, Pandu Gram Panchayat  Ref: Raj Kumar Gurung (9851242354), Member Pandu GP",2024-08-16,406983.0,2025-02-11,406983.0,Physical Inspection,,,406983.0,1.0,1.0,1,0,1,179.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.221883005270834,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135689,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"COnstruction of Road with drainage systems at Sukna Part-II, near Sukna Community Hall  Ref: Hemawati Tamang (8759964663) & Surjamani Brahman (7719232082), Members Sukna GP",2024-08-16,858881.0,2025-03-12,858881.0,Physical Inspection,,,858881.0,1.0,1.0,1,0,1,208.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.1816557597991969,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135690,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Tindharia, Sansad IV/6, Ghayabari-II Gram Panchayat  Ref: Sushmita Gazmer (7903442618), Member, Ghayabari-II",2024-08-16,411946.0,2024-12-23,411946.0,Physical Inspection,,,411946.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135695,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Repair and Renovation,"Repair and renovation of public library at Sansad IV, Lamahatta Gram Panchayat  Ref: Manju Waiba (7866940040), Member Lamahatta GP",2024-08-16,494999.0,2025-04-23,494999.0,Physical Inspection,,,494999.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.220068972412591,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135697,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of protection/guard wall at Karbari Jhora at Ward No II, Upper Lamahatta, 9th Mile  Ref: Lamu Sherpa (6295291010), Member Lamahatta Gram Panchayat",2024-08-16,499999.0,2025-04-23,499999.0,Physical Inspection,,,499999.0,1.0,1.0,1,0,1,250.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2201178971768264,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135699,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Upper Gairi Gaon, Ghayabari-III Gram Panchayat  Ref: Mahesh Chhetri (6294954606), Member Ghayabari-III GP",2024-08-16,411948.0,2024-12-23,411948.0,Physical Inspection,2026-08-19,411948.0,411948.0,1.0,1.0,1,1,1,129.0,604.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135700,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Lower Gairi Gaon, Ghayabari-III Gram Panchayat  Ref: Sunita Khati (8826297543), Member Ghayabari-III GP",2024-08-16,411946.0,2024-12-23,411946.0,Physical Inspection,,,411946.0,1.0,1.0,1,0,1,129.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135701,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of additional rooms at community halls at Rockwood Ranikothi  Ref: Pemila Dorjee Bhutia (9800898774), Councillor, Darjeeling Municipality, Ward No 16",2024-08-16,957317.0,2025-04-08,957317.0,Physical Inspection,,,957317.0,1.0,1.0,1,0,1,235.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.1821066368200052,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135702,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of public drainage from NCC House to Lebong Cartroad, Darjeeling  Ref: Priya Dixit (7797687547), Councillor Darjeeling Municipality, Ward No 30",2024-08-16,942409.0,2025-02-11,942409.0,Physical Inspection,,,942409.0,1.0,1.0,1,0,1,179.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.1825240176374816,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135703,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of Protection wall at Kalyan Bikash Samity, AJC Bose Road, Near Lalkothi   Ref: Sandhya Thapa Baraily (9002165685), Councillor, Darjeeling Municipality, Ward No 11",2024-08-16,469796.0,2025-03-07,469796.0,Physical Inspection,,,469796.0,1.0,1.0,1,0,1,203.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2187353496734546,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135706,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,Construction of footpath at Middle Kak Jhora Ward No XII Darjeeling Municipality,2024-08-16,469178.0,2025-03-07,469178.0,Physical Inspection,,,469178.0,1.0,1.0,1,0,1,203.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2187353496734546,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135707,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of footpath with protection wall at Upper Merry Villa  Ref: Aruna Rai (9564781370), Councillor, Ward No 6, Darjeeling Municipality",2024-08-16,461795.0,2025-02-11,461795.0,Physical Inspection,,,461795.0,1.0,1.0,1,0,1,179.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2182949224720088,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135708,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of footpath at Kalikotey Gaon, Barbot, Sindebong GP  Ref: Charitra Pakhrin (9002320942), Member Sindebong GP, Sansad IV",2024-08-16,499918.0,2025-01-15,499918.0,Work Completed,,,482145.0,1.0,1.0,1,0,1,152.0,,0.0,0.964448169499798,1.0,-17773.0,,,1.0,2024-2025,2024,8,1,0,0.2041791967735506,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135711,West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of community center at Kopish Forest Busty, Sansad IV, Kumai GP  Ref: Kabita Rai (9564957336), Member, Kumai Gram Panchayat",2024-08-16,499999.0,2025-02-12,499999.0,Physical Inspection,,,494957.0,1.0,1.0,1,0,1,180.0,,0.0,0.9899159798319596,1.0,-5042.0,,,1.0,2024-2025,2024,8,1,0,0.2134535287568654,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135713,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Construction of pony road with drainage system at Burns Gram, below Govt College, Ward No 27, Darjeeling Municipality  Ref: Pinkee Thapa (9733019741)",2024-08-16,484564.0,2025-02-11,484564.0,Physical Inspection,,,484564.0,1.0,1.0,1,0,1,179.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2191750669079807,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2025-2026/135714,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,Construction of additional rooms at Darjeeling Mitra Milan Sangh community hall at JP Sharma Road  Ref: Bandana Mangar (9932207454),2024-08-16,487774.0,2025-08-25,487774.0,Physical Inspection,,,487774.0,1.0,1.0,1,0,1,374.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,8,1,0,0.2197983581935441,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135715,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Repair and Renovation,Repair and renovation of Ghoom Girls Primary School  Ref: Ghoom Girls Primary School,2024-08-16,490768.0,2025-02-11,490768.0,Physical Inspection,,,490768.0,1.0,1.0,1,0,1,179.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2197144638346081,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135716,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Normal/Others,"Installation of solar street lights at Rajbari Tindharia, Ward No 248, 249, 250  Ref: Esneha Bardewa (8906462621), Samiti Member, Ghayabari-II GP",2024-08-16,411948.0,2024-12-23,411948.0,Physical Inspection,2026-08-19,411948.0,411948.0,1.0,1.0,1,1,1,129.0,604.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024-2025,2024,8,1,0,0.221654099748612,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP826/2024-2025/135759,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,Repair and Renovation,"Repair of rural link road at Munshi Dhura Gaon, Kurbia Vibhag  Ref: Gram Sudhar Samity (Sonam Lama - 7432939432)",2024-08-16,386160.0,2025-03-12,386160.0,Physical Inspection,,,386160.0,1.0,1.0,1,0,1,208.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,8,1,0,0.2226874166507884,0,LOW,Expenditure is very close to the sanctioned amount
