work_id,state,ida,honble_members_of_parliament,constituency,work_category,work_description,recommended_date,recommended_amount,sanction_date,sanction_amount,work_status,completion_date,completed_amount_disbursed,total_expenditure,payment_count,unique_vendors,has_sanction,has_completion,has_expenditure,sanction_delay_days,completion_duration_days,sanction_difference,expenditure_ratio,sanction_ratio,expenditure_difference,completion_amount_ratio,completion_amount_difference,payments_per_vendor,financial_year,recommended_year,recommended_month,anomaly_prediction,is_anomaly,anomaly_score,risk_score,risk_level,risk_reasons
WS/MP18328/2026-2027/148155,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,Bar and Associations,Purchasing of Books for Library  of BAR Assocation Chachiot at Gohar. Work Executed By - BAR Association Chachiot at Gohar District Mandi.,2024-10-18,50000.0,2026-07-21,50000.0,Vendor Identification,,,50000.0,1.0,1.0,1,0,1,641.0,,0.0,1.0,1.0,0.0,,,1.0,2026-2027,2024,10,1,0,0.1863758656594327,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148165,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of protection wall from link road to Mohalla of Ricky Sharma, Village Chak, Pyt. Chak Balwan, Marheen, Kathua.",2024-10-22,198000.0,2025-01-08,198000.0,Physical Inspection,,,198000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2124649081615231,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148167,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from link road to House of Bishan Singh & Jeevan Singh, Village Chakra, Pyt. Chak Bhagwan, Marheen, Kathua.",2024-10-22,114000.0,2025-01-08,114000.0,Physical Inspection,,,114000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.1991196579030813,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148168,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of protection wall and lane from house of Karam Chand to the house of Kishore, Pyt. Draman, ward no. 3, Tehsil Basohli, Kathua.",2024-10-22,153000.0,2025-01-08,153000.0,Physical Inspection,,,153000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2063837597530196,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148172,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from Shanan Ghat to Raam Lela Ground via Shiv Mandir, Ward no. 3, Pyt. Sanangat, Dhar Mahanpur, Kathua.",2024-10-22,139400.0,2025-01-08,139400.0,Physical Inspection,,,139400.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2045229108993874,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148173,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Satpal to onwards Village Jallah Chak, Hiranagar, Kathua",2024-10-22,92000.0,2025-01-08,92000.0,Physical Inspection,,,92000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.1971103561123124,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148180,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and protection wall in Ward no. 4, Mohalla Pawan Padwal, Pyt. Karroh, Keerian Gandyal, Kathua.",2024-10-22,255000.0,2025-01-08,255000.0,Physical Inspection,,,255000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2178444124172131,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18328/2025-2026/148181,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of Proposed 2nd floor cum examination hall Saraswati Vidya Mandir School Village Bhalyani, Tehsil & District Kullu H.P. Work Executed By- BDO Kullu,     (SMC Saraswati Vidya Mandir Bhalyani)",2024-10-18,1230000.0,2025-12-19,1230000.0,Vendor Identification,,,615000.0,1.0,1.0,1,0,1,427.0,,0.0,0.5,1.0,-615000.0,,,1.0,2025-2026,2024,10,1,0,0.1027231678764329,0,LOW,No significant risk indicators detected
WS/MP18328/2024-2025/148186,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of Bridge on Ghanghal Khadd, GP Ghanghal. Work Executed By- GP Ghangal, Development Block Dhanotu",2024-10-18,500000.0,2024-12-20,500000.0,Physical Inspection,2026-08-29,500000.0,500000.0,2.0,1.0,1,1,1,63.0,617.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2024-2025,2024,10,1,0,0.1477117636850922,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148188,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Gulzar Ahmad to Rasal Singh, Village Maah, Pyt. Maah, Keeriyan Gandyal, Kathua.",2024-10-22,139000.0,2025-01-08,139000.0,Physical Inspection,,,139000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2045229108993874,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18328/2024-2025/148190,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of Protection wall alongside path to Shamshan Ghat village Old Manali in GP Manali. Work Exected By-GP Manali, Block Naggar",2024-10-18,1000000.0,2024-11-16,1000000.0,Physical Inspection,,,1000000.0,2.0,1.0,1,0,1,29.0,,0.0,1.0,1.0,0.0,,,2.0,2024-2025,2024,10,1,0,0.1172169638731188,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148191,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Protection work from the house of Subash Chander to the house of Pawan Kumar, Ward no. 4, Pyt. Darman, Bhoond, Kathua",2024-10-22,157000.0,2025-01-08,157000.0,Physical Inspection,,,157000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2055415920964359,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148196,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of C Path in Ward no. 6, Pyt. Halqa Rasli from Rasli Main road to house of Ashok Malkan, Dudu, Basantgarh, Udhampur.",2024-10-22,131000.0,2024-12-26,131000.0,Physical Inspection,,,131000.0,1.0,1.0,1,0,1,65.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2023552128408788,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148197,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Public Toilet Complex in Ward no. 5, Pyt. Basantgarh, Village Chilla, Near Chilla Mandir, Dudu Basantgarh, Udhampur.",2024-10-22,172000.0,2024-12-26,172000.0,Physical Inspection,,,172000.0,1.0,1.0,1,0,1,65.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2063912885713217,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148213,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane from existing lane to Kuldeep Singh house, Village – Koralta , Pyt – Channi Mansar, Majalta, Udhampur",2024-10-22,200000.0,2024-12-26,200000.0,Physical Inspection,,,200000.0,1.0,1.0,1,0,1,65.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2123439530471398,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148228,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from  the house of Ravinder Chotra to Kithu Ram , Village  Charoli, Ward no. 5, Pyt. Upper Baddu, Billawar,	Kathua.",2024-10-22,141000.0,2025-01-08,141000.0,Physical Inspection,,,141000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2045229108993874,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2025-2026/148229,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Public Shed  near Talab, Baddu Barar , Pyt. Upper Baddu , Village  Charoli, Billawar,	Kathua",2024-10-22,168000.0,2025-07-09,168000.0,Physical Inspection,,,168000.0,1.0,1.0,1,0,1,260.0,,0.0,1.0,1.0,0.0,,,1.0,2025-2026,2024,10,1,0,0.2066136474090401,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148230,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Pardeep Uphadye to Ragav Nand, Village - Nadh Mohalla ,  Ward no. 4, Pyt. Upper Baddu, Billawar,	Kathua.",2024-10-22,119500.0,2025-01-08,119500.0,Physical Inspection,,,119500.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.1998828330930809,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148232,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Ram Dass to the house of Om Parkash, Village Chak Rakhwal, Ward no. 1, Udhampur",2024-10-22,169000.0,2024-12-26,169000.0,Physical Inspection,,,169000.0,1.0,1.0,1,0,1,65.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2067262213352874,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18328/2024-2025/148234,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of Culvert in Saraswati Nallah in GP Vashisht. Work Executed By -  GP Vashisht, BDO Naggar",2024-10-18,300000.0,2024-11-16,300000.0,Vendor Identification,,,120000.0,1.0,1.0,1,0,1,29.0,,0.0,0.4,1.0,-180000.0,,,1.0,2024-2025,2024,10,1,0,0.161546234043251,20,LOW,Expenditure is significantly lower than the sanctioned amount
WS/MP600/2024-2025/148237,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Prem Nath to house of Kalu, Village Kootah, Pyt. Kootah, Ward no.6, Hiranagar,	Kathua.",2024-10-22,118500.0,2025-01-08,118500.0,Physical Inspection,,,118500.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.1999711995510263,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18328/2024-2025/148240,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,Normal/Others,"Construction of Road from Saraswati Nallah to Vashisht School in GP Vasisht.  Work Executed By -  GP Vashisht, BDO Naggar",2024-10-18,300000.0,2024-11-16,300000.0,Vendor Identification,,,120000.0,1.0,1.0,1,0,1,29.0,,0.0,0.4,1.0,-180000.0,,,1.0,2024-2025,2024,10,1,0,0.161546234043251,20,LOW,Expenditure is significantly lower than the sanctioned amount
WS/MP600/2025-2026/148242,Jammu And Kashmir,RAMBAN(Deputy Commissioner Ramban_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Protection Wall near  house to Sh. Parkash Singh to  Sh. Bhabishan Singh  r/o Bhamnal, Ward no. 07, Pyt. Pingloga, Teh. Pogal Paristan, Ukhral, Ramban.",2024-10-22,300000.0,2025-05-19,300000.0,Work partially Completed,,,189000.0,1.0,1.0,1,0,1,209.0,,0.0,0.63,1.0,-111000.0,,,1.0,2025-2026,2024,10,1,0,0.1722639601535223,0,LOW,No significant risk indicators detected
WS/MP600/2024-2025/148244,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from the house of Parshotam Sharma to  Rakesh Bakshi, Ward no. 1, Keerian Gandyal,	Kathua",2024-10-22,209000.0,2025-01-08,209000.0,Physical Inspection,,,209000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2160526980764952,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148245,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from main road to house of Ravinder Sharma (CEETU), Ward no. 1, Keerian Gandyal,	Kathua.",2024-10-22,255000.0,2025-01-08,255000.0,Physical Inspection,,,255000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2178444124172131,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148247,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain in Ward no.5, Pyt. Dhmal from the house of Sandeep Kumar to house of Gopal Verma, Barnoti, Kathua",2024-10-22,182000.0,2025-01-08,182000.0,Physical Inspection,,,182000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2083575714725698,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18024/2024-2025/148256,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Nachalauria Kristi Bikash Kendra, Bongal Gaon P.O. Dihingia, Birinasayek GP",2024-10-18,150000.0,2025-01-16,150000.0,Vendor Identification,,,36900.0,1.0,1.0,1,0,1,90.0,,0.0,0.246,1.0,-113100.0,,,1.0,2024-2025,2024,10,1,0,0.1389511809653604,20,LOW,Expenditure is significantly lower than the sanctioned amount
WS/MP600/2024-2025/148264,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Protection Wall from the house of Karan Singh Charak to the  land  of Gopal Singh , Village- Karowa, Pyt. Sunal, Ward no. 2, near govt. Girls Middle  School,  Teh. Udhampur, Jaganoo, Udhampur",2024-10-22,155000.0,2024-12-26,155000.0,Physical Inspection,,,155000.0,1.0,1.0,1,0,1,65.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2059208464003732,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148265,Jammu And Kashmir,DODA(Deputy Commissioner Doda_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of Protection Wall at Thathi, Ward no. 3, Pyt. Mallan-B, Village Shinkhly (Dessa), Tehsil Doda, Bhagwah, Doda",2024-10-22,287000.0,2024-12-28,287000.0,Physical Inspection,,,287000.0,1.0,1.0,1,0,1,67.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.2165799899577441,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP600/2024-2025/148268,Jammu And Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Jitendra Singh,UDHAMPUR,Normal/Others,"Construction of lane and drain from Main Chowk to Rashpal Singh House Kore Qusba  Ward no. 6, Pyt. Halqua Sprain, Barnoti, Hiranagar, Kathua.",2024-10-22,120000.0,2025-01-08,120000.0,Physical Inspection,,,120000.0,1.0,1.0,1,0,1,78.0,,0.0,1.0,1.0,0.0,,,1.0,2024-2025,2024,10,1,0,0.1996435568659477,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18227/2024-2025/148289,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Normal/Others,Class room ka nirmad kary,2024-10-18,500000.0,2025-02-28,500000.0,Vendor Identification,,,449126.0,1.0,1.0,1,0,1,133.0,,0.0,0.898252,1.0,-50874.0,,,1.0,2024-2025,2024,10,1,0,0.1988808084130019,0,LOW,No significant risk indicators detected
WS/MP18227/2024-2025/148293,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Normal/Others,Class room ka nirmad kary,2024-10-18,999000.0,2025-01-21,999000.0,Vendor Identification,,,999000.0,2.0,1.0,1,0,1,95.0,,0.0,1.0,1.0,0.0,,,2.0,2024-2025,2024,10,1,0,0.1173239717608417,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148294,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Chatiakari Sankardev Sangha Sangskroitik Kendra, Borhat, Chuliakari, Bhuyankhat GP",2024-10-18,199232.0,2025-05-16,199232.0,Physical Inspection,,,199232.0,3.0,1.0,1,0,1,210.0,,0.0,1.0,1.0,0.0,,,3.0,2025-2026,2024,10,1,0,0.0548224659529843,0,LOW,High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148295,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Community Centre near at Krishna Mandir 18 no Line, Borhat TE 18 no line, Borhat GP",2024-10-18,200000.0,2025-05-16,200000.0,Vendor Identification,,,134417.0,2.0,1.0,1,0,1,210.0,,0.0,0.672085,1.0,-65583.0,,,2.0,2025-2026,2024,10,1,0,0.0923852809841726,0,LOW,No significant risk indicators detected
WS/MP18024/2025-2026/148296,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Bagarital Nahar Ali connecting road, Boruah Nagar, Midangpara, Milonjyoti GP",2024-10-18,200000.0,2025-05-16,200000.0,Work Completed,,,199890.0,3.0,1.0,1,0,1,210.0,,0.0,0.99945,1.0,-110.0,,,3.0,2025-2026,2024,10,1,0,0.0541640608303871,0,LOW,High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148298,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Dhuniapathar Kala Kristi Kendra, 1 no Dhunia Pothar, Buraguri GP",2024-10-18,200000.0,2025-05-16,200000.0,Vendor Identification,,,102849.0,3.0,1.0,1,0,1,210.0,,0.0,0.514245,1.0,-97151.0,,,3.0,2025-2026,2024,10,1,0,0.0191691975534176,0,LOW,High number of payments per vendor
WS/MP18024/2025-2026/148301,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Community Centre Garkush Habi Gaon near Hari Mandir, Nagahat, Garkush Habi Gaon, Sonali GP",2024-10-18,200000.0,2025-05-16,200000.0,Physical Inspection,,,53315.0,1.0,1.0,1,0,1,210.0,,0.0,0.266575,1.0,-146685.0,,,1.0,2025-2026,2024,10,1,0,0.1480689805717375,20,LOW,Expenditure is significantly lower than the sanctioned amount
WS/MP18024/2025-2026/148302,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Community Centre near at Lama Suk Siv Mandir, Borbaruakhat , 2 no Gorokhia Bam, Udoyushree GP",2024-10-18,200000.0,2025-05-16,200000.0,Vendor Identification,,,57897.0,1.0,1.0,1,0,1,210.0,,0.0,0.289485,1.0,-142103.0,,,1.0,2025-2026,2024,10,1,0,0.1495266407052041,20,LOW,Expenditure is significantly lower than the sanctioned amount
WS/MP18024/2025-2026/148305,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Banhbari Namghar, Dhuniapather, 1 no Hawfaw, Longpatia GP",2024-10-18,200000.0,2025-05-16,200000.0,Physical Inspection,,,199879.0,5.0,1.0,1,0,1,210.0,,0.0,0.999395,1.0,-121.0,,,5.0,2025-2026,2024,10,-1,1,-0.0243911989201934,50,MEDIUM,Unusual financial pattern detected by the AI model | High number of payments detected (5 payments) | High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148306,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Rohan Gohain Gaon Puroni Namghar, 1 no Rohan Pather, Rohan GP",2024-10-18,199924.0,2025-05-16,199924.0,Physical Inspection,,,199924.0,5.0,2.0,1,0,1,210.0,,0.0,1.0,1.0,0.0,,,2.5,2025-2026,2024,10,1,0,0.0107866902430453,0,LOW,High number of payments detected (5 payments) | Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148307,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Community Centre near at Kanubari Bagan Siva Mandir, Bhugbari, Kanubari Bagan, Haridev GP",2024-10-18,200000.0,2025-08-14,200000.0,Vendor Identification,,,199987.0,3.0,1.0,1,0,1,300.0,,0.0,0.999935,1.0,-13.0,,,3.0,2025-2026,2024,10,1,0,0.0548224659529843,0,LOW,High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP18024/2025-2026/148308,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Boundary Wall at Moranhabi Bor Namghar, Nagahat, Michajan Gohain Gaon, Ahukhat GP",2024-10-18,200000.0,2025-05-16,200000.0,Work Completed,,,199898.0,4.0,2.0,1,0,1,210.0,,0.0,0.99949,1.0,-102.0,,,2.0,2025-2026,2024,10,1,0,0.0457753708646421,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP18205/2024-2025/148363,Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),SANATAN PANDEY,BALLIA,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter,2024-10-21,216470.0,2025-03-20,216470.0,Vendor Identification,,,216409.0,1.0,1.0,1,0,1,150.0,,0.0,0.999718205755994,1.0,-61.0,,,1.0,2024-2025,2024,10,1,0,0.2155966466584807,0,LOW,Expenditure is very close to the sanctioned amount
WS/MP410/2025-2026/148375,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Normal/Others,"Const. of community hall of Puhor (CLF), Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-07-18,1000000.0,Vendor Identification,,,999619.0,4.0,1.0,1,0,1,272.0,,0.0,0.999619,1.0,-381.0,,,4.0,2025-2026,2024,10,-1,1,-0.0105727930917527,50,MEDIUM,Unusual financial pattern detected by the AI model | High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP410/2025-2026/148376,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Normal/Others,"Const. of community hall of Doksiri (CLF), Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-07-29,1000000.0,Vendor Identification,,,999439.0,4.0,1.0,1,0,1,283.0,,0.0,0.999439,1.0,-561.0,,,4.0,2025-2026,2024,10,-1,1,-0.010844534816279,50,MEDIUM,Unusual financial pattern detected by the AI model | High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP410/2025-2026/148377,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Repair and Renovation,"Rennovation of Ramdhan PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-06-03,1000000.0,Vendor Identification,,,999847.0,4.0,1.0,1,0,1,227.0,,0.0,0.999847,1.0,-153.0,,,4.0,2025-2026,2024,10,-1,1,-0.009509816816808,50,MEDIUM,Unusual financial pattern detected by the AI model | High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP410/2025-2026/148378,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Repair and Renovation,"Rennovation of Bijoypur PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-05-27,1000000.0,Vendor Identification,,,999476.0,3.0,1.0,1,0,1,220.0,,0.0,0.999476,1.0,-524.0,,,3.0,2025-2026,2024,10,1,0,0.0334288660447195,0,LOW,High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP410/2024-2025/148379,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Repair and Renovation,"Rennovation of Dekapam PHC, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-03-28,1000000.0,Work Completed,,,999780.0,4.0,1.0,1,0,1,160.0,,0.0,0.99978,1.0,-220.0,,,4.0,2024-2025,2024,10,-1,1,-0.0097026527049526,50,MEDIUM,Unusual financial pattern detected by the AI model | High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP410/2025-2026/148380,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Normal/Others,"Const. of office building of Jonai Bar Association, Jonai LAC under MPLAD, FY 2024-25",2024-10-19,1000000.0,2025-08-18,1000000.0,Vendor Identification,,,999710.0,3.0,1.0,1,0,1,303.0,,0.0,0.99971,1.0,-290.0,,,3.0,2025-2026,2024,10,1,0,0.0341126666596066,0,LOW,High number of payments per vendor | Expenditure is very close to the sanctioned amount
WS/MP18079/2025-2026/148397,Karnataka,BIDAR(DEPUTY COMMISSIONER BIDAR_IDA),SAGAR ESHWAR KHANDRE,BIDAR,Normal/Others,installation of High-mast light,2024-10-19,250000.0,2025-06-10,250000.0,Work partially Completed,,,187500.0,1.0,1.0,1,0,1,234.0,,0.0,0.75,1.0,-62500.0,,,1.0,2025-2026,2024,10,1,0,0.1831197887769875,0,LOW,No significant risk indicators detected
